,Abstract,Date_downloaded,Journal,PMID,Title
85221,"The spider Ornithoctonus huwena is a venomous spider found in southern China. Its venom is a complex mixture of numerous biologically active components. In this study, 41 novel unique transcripts encoding cellular proteins or other possible venom components were generated from the previously constructed cDNA library. These proteins were also annotated by KOG (eukaryotic orthologous group) and GO (gene ontology) terms. A novel cellular transcript contig encoding an EF-hand protein (named HWEFHP1) was found, which might be involved in the secretion of toxins in the venom glands. In order to have an overview of the molecular diversity of the O. huwena venom, the datasets of all the transcripts, peptides and proteins known so far were analyzed. A comparison of the data obtained through a proteomic versus a transcriptomic approach, revealed that only 15 putative cystine knot toxins (CKTs) were identified by both approaches, 29 transcripts coding for CKTs were found in the transcriptome but not as translated peptides in the venom proteome. However, no cellular protein with identical molecular weight was identified by both approaches. Our data may contribute to a deeper understanding of the biology and ecology of O. huwena and the relationship between structure and function of individual toxins.",2018-07-20,"Comparative biochemistry and physiology. Part D, Genomics & proteomics",20403776.0,Venomics of the spider Ornithoctonus huwena based on transcriptomic versus proteomic analysis.
1336,"Some theories predict habitat specialists should be less dispersive and migratory than generalists, while other theories predict the opposite. We evaluated the cross-species relationship between the degree of habitat specialization and dispersal and migration status in 101 bird species breeding in North America and the United Kingdom, using empirical estimates of the degree of habitat specialization from breeding bird surveys and mean dispersal distance estimates from large-scale mark-recapture studies. We found that habitat specialists dispersed farther than habitat generalists, and full migrants had more specialized habitat than partial migrants or resident species. To our knowledge this is the first large-scale, multi-species study to demonstrate a positive relationship between the degree of habitat specialization and dispersal, and it is opposite to the pattern found for invertebrates. This finding is particularly interesting because it suggests that trade-offs between the degree of habitat specialization and dispersal ability are not conserved across taxonomic groups. This cautions against extrapolation of trait co-occurrence from one species group to another. In particular, it suggests that efforts aimed at conserving the most habitat-specialist temperate-breeding birds will not lead to conservation of the most dispersal limited species. This article is protected by copyright. All rights reserved.",2018-07-20,Ecology,29920659.0,Habitat specialist birds disperse farther and are more migratory than habitat generalist birds.
59445,"Stable isotope analyses provide one of the few means to evaluate diet of extinct taxa. However, interpreting isotope data from bone collagen of extinct animals based on isotopic patterns in different tissues of modern animal proxies is precarious. For example, three corrections are needed before making comparisons of recent hair and ancient bone collagen: calibration of carbon-13 variations in atmospheric CO2, different isotopic discrimination between diet-hair keratin and diet-bone collagen, and time averaging of bone collagen versus short-term record in hair keratin. Recently, Robu et al. [Isotopic evidence for dietary flexibility among European Late Pleistocene cave bears (Ursus spelaeus). Can J Zool. 2013;91:227-234] published an article comparing extant carbon (δ(13)C) and nitrogen (δ(15)N) stable isotopic data of European cave bear bone collagen with those of Yellowstone Park grizzly bear hair in order to test the prevailing assumption of a largely vegetarian diet among cave bears. The authors concluded that cave bears were carnivores. This work is unfortunately unfounded as the authors failed to consider the necessary corrections listed above. When these corrections are applied to the Romanian cave bears, these individuals can be then interpreted without involving consumption of high trophic-level food, and environmental changes are probably the reason for the unusual isotopic composition of these cave bears in comparison with other European cave bears, rather than a change of diet. We caution researchers to pay careful attention to these factors when interpreting feeding ecology of extinct fauna using stable isotope techniques.",2018-07-20,Isotopes in environmental and health studies,24588112.0,Pitfalls in comparing modern hair and fossil bone collagen C and N isotopic data to reconstruct ancient diets: a case study with cave bears (Ursus spelaeus).
71451,"Pollen dispersal shapes the local genetic structure of plant populations and determines the opportunity for local selection and genetic drift, but has been well studied in few animal-pollinated plants in tropical rainforests. Here, we characterise pollen movement for an insect-pollinated Neotropical canopy palm, Oenocarpus bataua, and relate these data to adult mating system and population genetic structure. The study covers a 130-ha parcel in which all adult trees (n=185) were mapped and genotyped at 12 microsatellite loci, allowing us to positively identify the source tree for 90% of pollination events (n=287 of 318 events). Mating system analysis showed O. bataua was effectively outcrossed (t(m)=1.02) with little biparental inbreeding (t(m)-t(s)=-0.005) and an average of 5.4 effective pollen donors (N(ep)) per female. Dispersal distances were relatively large for an insect-pollinated species (mean=303 m, max=1263 m), and far exceeded nearest-neighbour distances. Dispersal kernel modelling indicated a thin-tailed Weibull distribution offered the best fit to the genetic data, which contrasts with the fat-tailed kernels typically reported for pollen dispersal in trees. Preliminary analyses suggest that our findings may be explained, at least in part, by a relatively diffuse spatial and temporal distribution of flowering trees. Comparison with previously reported estimates of seed movement for O. bataua suggests that pollen and seed dispersal distances may be similar. These findings add to the growing body of information on dispersal in insect-pollinated trees, but underscore the need for continued research on tropical systems in general, and palms in particular.",2018-07-20,Heredity,22892637.0,"The pollen dispersal kernel and mating system of an insect-pollinated tropical palm, Oenocarpus bataua."
24260,"Prey-predator systems in patchy environment, connected through dispersal between patches is a very common phenomenon observed in nature, which have a significant impact in ecology, species persistence and extinction, etc. In the present paper, we consider a two patch prey-predator system where the patches are connected through dispersal between preys populations only. We consider positive density dependence growth for preys population. In addition, we consider the time scale difference (different life span) between preys and predator populations. From our study, we can conclude that dispersal can save both the populations from extinction, when in a single patch initial preys density is lower the Allee threshold. Also, time difference can increase the basin of attraction of the coexistence equilibrium of our two-patch model. Time scale difference also can help to reach the steady state faster than the without time scale difference, and it also causes the amplitude death when populations are in limit cycle oscillation. We also analyze our model by considering the time delay in dispersal dynamics, and we show that delay induced dispersal can stabilize the system and cause the amplitude death when individual populations are in the limit cycle, without dispersal. In addition, dispersal in non-identical patches can stabilize at its interior equilibrium even if the environment is harsh for both the populations in both the individual patches.",2018-07-20,Bio Systems,27884620.0,Effect of dispersal in two-patch prey-predator system with positive density dependence growth of preys.
10438,"For deep-sea hydrothermal vent crabs, recent investigations have revealed some epibiotic bacteria, but no study has described the bacterial community associated with the gill and intestine. In this study, the microbiota attached to the gill and intestine of the hydrothermal vent crab Austinograea sp. and two shallow-water crab species (Eriocheir sinensis and Portunus trituberculatus) were compared by high-throughput sequencing of 16S rDNA genes. The highest and lowest diversity in bacterial communities were observed in the gill and intestine of Austinograea sp., respectively. Non-metric multidimensional scaling (NMDS) analysis indicated that Austinograea sp. harbored a distinct microbial community. Operational taxonomic units (OTUs) for phylum Fusobacteria, class Epsilonproteobacteria, and genera Leucothrix, Polaribacter, Fusibacter, etc. were dominant in Austinograea sp. Of these, Leucothrix, Sulfurospirillum, and Arcobacter may be involved in oxidizing reduced sulfur compounds and sulfur metabolism; Marinomonas, Polaribacter adapted to the low temperature, and Fusibacter and Psychrilyobacter may survive well under hypoxic conditions. Bacteria commonly present in seawater were dominant in the gill, whereas anaerobic bacteria showed strikingly high abundance in the intestine. Interestingly, Firmicutes and Epsilonproteobacteria may complement each other in Austinograea sp., forming an internal environment. The diversified microbial community of Austinograea sp. reveals adaptation to the hydrothermal vent environment.",2018-07-20,PloS one,29121118.0,Diversity and characterization of bacteria associated with the deep-sea hydrothermal vent crab Austinograea sp. comparing with those of two shallow-water crabs by 16S ribosomal DNA analysis.
39041,"Cadmium sensitivity in sultr1;1 - sultr1;2 double mutant with limiting sulfate supply is attributed to the decreased glutathione content that affected oxidative defense but not phytochelatins' synthesis. In plants, glutathione (GSH) homeostasis plays pivotal role in cadmium (Cd) detoxification. GSH is synthesized by sulfur (S) assimilation pathway. Many studies have tried to investigate the role of GSH homeostasis on Cd tolerance using mutants; however, most of them have focused on the last few steps of S assimilation. Until now, mutant evidence that explored the relationship between GSH homeostasis on Cd tolerance and S absorption is rare. To further reveal the role of GSH homeostasis on Cd stress, the wild-type and a sultr1;1-sultr1;2 double mutant which had a defect in two distinct high-affinity sulfate transporters were used in this study. Growth parameters, biochemical or zymological indexes and S assimilation-related genes' expression were compared between the mutant and wild-type Arabidopsis plants. It was found that the mutations of SULTR1;1 and SULTR1;2 did not affect Cd accumulation. Compared to the wild-type, the double mutant was more sensitive to Cd under limited sulfate supply and suffered from stronger oxidative damage. More importantly, under the same condition, lower capacity of S assimilation resulted in decreased GSH content in mutant. Faced to the limited GSH accumulation, mutant seedlings consumed a large majority of GSH in pool for the synthesis of phytochelatins rather than participating in the antioxidative defense. Therefore, homeostasis of GSH, imbalance between antioxidative defense and severe oxidative damage led to hypersensitivity of double mutant to Cd under limited sulfate supply.",2018-07-20,Plant cell reports,26581950.0,Glutathione homeostasis and Cd tolerance in the Arabidopsis sultr1;1-sultr1;2 double mutant with limiting sulfate supply.
7669,"Copy number variation (CNV) of genes coding for certain enzymes has been shown to be responsible for adaptation of arthropods to anthropogenic toxins. Natural toxins produced by cyanobacteria in freshwater ecosystems, that is, protease inhibitors (PIs), have been demonstrated to increase in frequency over the last decades due to eutrophication and global warming. These PIs inhibit digestive proteases of Daphnia, the major herbivore of phytoplankton and cyanobacteria. The adjustment of isoforms, differences in gene expression, and activity of gut proteases determine tolerance to dietary PIs in single Daphnia genotypes. Here, we tested whether similar mechanisms are also responsible for differences in tolerance among Daphnia population. We developed a droplet digital PCR (ddPCR) method for the analysis of CNV of Daphnia proteases. We report that one Daphnia protease gene showed CNV between populations and that CNV correlates with chymotrypsin gene expression among populations. We showed that populations of Daphnia magna differ in tolerance to cyanobacterial PIs according to the cyanobacterial background of their lake of origin, which hints at local adaptation. The tolerance of the populations correlates with IC50 values of their chymotrypsins, which is probably due to a combined effect of CNV (translating into gene expression differences) and positive selection of tolerant protease isoforms. This is the first study using ddPCR to demonstrate CNV of a gene with ecologically relevant function, and the first report of differences in tolerance to cyanobacterial PIs among Daphnia populations in combination with the assessment of underlying molecular mechanisms.",2018-07-20,"Journal of experimental zoology. Part A, Ecological and integrative physiology",29356420.0,Copy number variation of a protease gene of Daphnia: Its role in population tolerance.
80811,"Natural seedling regeneration and establishment after stand replacing wildfires is influenced by a series of environmental and biological constraints. In this study, we characterized the diversity and structure of the ectomycorrhizal (ECM) fungal community associated with post-fire naturally regenerated maritime pine saplings, and individuate the environmental factors responsible for fungal species distribution. We also identify the main environmental factors responsible for maritime pine regeneration variability and assessed the relation between saplings performance and ECM fungal diversity indices. Fungal species were identified by direct sequencing of internal transcribed spacer regions. Five years after the disturbance event, a total of 30 taxa colonized the pine saplings. The ECM fungal community was dominated by ruderal species of the genus Rhizopogon (present in almost half of the samples). Almost one third of the identified ECM fungal species belonged to the family Thelephoraceae. Typical k-selected species like Amanita pantherina, Boletus aestivalis, Lactarius chrysorrheus, and Russula densifolia were found on pine saplings collected in proximity of unburnt pine trees, in correspondence with low erosion extents. Pine regeneration varied throughout the study areas and was enhanced at higher elevations, in correspondence with moderate slopes, shallower soils, and a reduced cover of ericaceous shrubs and bare ground. These conditions were found in close proximity to patches of pine trees that survived the disturbance event and were previously characterized by a higher pre-fire pine biomass. Even though no correlations were found between saplings performance and ECM fungal diversity indices, common environmental factors (i.e., ericaceous shrub cover, extent of erosion, slope, and soil depth) were responsible for shaping the ECM fungal distribution and for describing most of the explained regeneration variability.",2018-07-20,Mycorrhiza,21301892.0,Common environmental factors explain both ectomycorrhizal species diversity and pine regeneration variability in a post-fire Mediterranean forest.
115137,"Under the assumption that selection favors minimization of costly errors, erroneous choice may be common when its fitness cost is low. According to an adaptive-choice model, this cost depends on the rate at which an animal encounters the choice: the higher this rate, the smaller the cost of choosing a less valuable option. Errors should thus be more common when interruptions to foraging are shorter. A previous experiment supported this prediction: gray jays, Perisoreus canadensis, were more error prone when subjected to shorter delays to access to food rewards. This pattern, though, is also predicted by an attentional-constraints model. Because the subjects were able to inspect the rewards during delays, their improved performance when subjected to longer delays could have been a byproduct of the experimentally prolonged opportunity for information processing. To evaluate this possibility, a follow-up experiment manipulated both delay to access and whether rewards could be inspected during delays. Depriving jays of the opportunity to inspect rewards (using opaque lids) induced only a small, nonsignificant increase in error rate. This effect was independent of length of delay and so the jays' improved performance when subjected to longer delays was not simply a byproduct of prolonged information processing. More definitively, even when the jays were prevented from inspecting rewards during delays, their performance improved when subjected to longer delays. The findings are thus consistent with the adaptive-choice model.",2018-07-20,Animal cognition,12461598.0,Interruptions improve choice performance in gray jays: prolonged information processing versus minimization of costly errors.
16106,"Climate anomalies have resulted in changing forest productivity, increasing tree mortality in Central and Southern Europe. This has resulted in more severe and frequent ecological disturbances to forest stands. This study analysed the size-dependence of growth response to drought years based on 384 tree individuals of Norway spruce [Picea abies (L.) Karst.] and European beech [Fagus sylvatica ([L.)] in Bavaria, Germany. Samples were collected in both monospecific and mixed-species stands. To quantify the growth response to drought stress, indices for basal area increment, resistance, recovery and resilience were calculated from tree ring measurements of increment cores. Linear mixed models were developed to estimate the influence of drought periods. The results show that ageing-related growth decline is significant in drought years. Drought resilience and resistance decrease significantly with growth size among Norway spruce individuals. Evidence is also provided for robustness in the resilience capacity of European beech during drought stress. Spruce benefits from species mixing with deciduous beech, with over-yielding spruce in pure stands. The importance of the influence of size-dependence within tree growth studies during disturbances is highlighted and should be considered in future studies of disturbances, including drought.",2018-07-20,"Plant biology (Stuttgart, Germany)",28644576.0,Size-dependence of tree growth response to drought for Norway spruce and European beech individuals in monospecific and mixed-species stands.
109915,"Synchronous arrival of pairs of migratory birds at their breeding grounds is important for maintaining pair bonds and is achieved by pairs that remain together all year round. Here we show that arrival is also synchronized in paired individuals of a migratory shorebird, the black-tailed godwit (Limosa limosa islandica), even though they winter hundreds of kilometres apart and do not migrate together. The mechanisms required to achieve this synchrony and prevent 'divorce' illustrate the complexity of migratory systems.",2018-07-20,Nature,15470417.0,Pair bonds: arrival synchrony in migratory birds.
3258,"Although trophic cascades were originally believed to be driven only by predators eating prey, there is mounting evidence that such cascades can be generated in large part via non-consumptive effects. This is especially important in cascades affecting habitat-forming foundation species that in turn, influence associated communities. Here, we use laboratory and field experiments to identify a trait-mediated indirect interaction between predators and an abundant kelp in a marine temperate reef system. Predation risk from a microcarnivorous fish, the señorita, suppressed grazing by the host-specific seaweed limpet, which in turn, influenced frond loss of the habitat-forming feather boa kelp. This trophic cascade was pronounced because minor amounts of limpet grazing decreased the strength required to break kelp fronds. Cues from fish predators mitigated kelp loss by decreasing limpet grazing; we found 86% of this indirect interaction between predator and kelp was attributed to the non-consumptive effect in the laboratory and 56% when applying the same effect size calculations to the field. In field manipulations, the non-consumptive effect of señorita was as strong as the total predator effect and most importantly, as strong as the uncaged, ""open"" treatment with natural levels of predators. Our findings demonstrate that the mere presence of this fish reduces frond loss of the feather boa kelp through a trait-mediated trophic cascade. Moreover, despite large volumes of water, current flow, and wave energy, we clearly demonstrate a strong non-consumptive effect via an apparent chemical cue from señorita, suggesting that chemically mediated trait-driven cascades may be more prevalent in subtidal marine systems than we are currently aware.",2018-07-20,Ecology,29729184.0,Fish predators reduce kelp frond loss via a trait-mediated trophic cascade.
63198,"Plants possess multiple photoreceptors to mediate light regulation of growth and development, but it is not well understood how different photoreceptors coordinate their actions to jointly regulate developmental responses, such as flowering time. In Arabidopsis, the photoexcited cryptochrome 2 interacts with the transcription factor CRYPTOCHROME-INTERACTING basic helix-loop-helix 1 (CIB1) to activate transcription and floral initiation. We show that the CIB1 protein expression is regulated by blue light; CIB1 is highly expressed in plants exposed to blue light, but levels of the CIB1 protein decreases in the absence of blue light. We demonstrate that CIB1 is degraded by the 26S proteasome and that blue light suppresses CIB1 degradation. Surprisingly, although cryptochrome 2 physically interacts with CIB1 in response to blue light, it is not the photoreceptor mediating blue-light suppression of CIB1 degradation. Instead, two of the three light-oxygen-voltage (LOV)-domain photoreceptors, ZEITLUPE and LOV KELCH PROTEIN 2, but not FLAVIN-BINDING KELCH REPEAT 1, are required for the function and blue-light suppression of degradation of CIB1. These results support the hypothesis that the evolutionarily unrelated blue-light receptors, cryptochrome and LOV-domain F-box proteins, mediate blue-light regulation of the same transcription factor by distinct mechanisms. ",2018-07-20,Proceedings of the National Academy of Sciences of the United States of America,24101505.0,Arabidopsis CRY2 and ZTL mediate blue-light regulation of the transcription factor CIB1 by distinct mechanisms.
11497,"Rhinoceros (rhino) numbers have dwindled substantially over the past century. As a result, three of the five species are now considered to be critically endangered, one species is vulnerable and one species is near-threatened. Poaching has increased dramatically over the past decade due to a growing demand for rhino horn products, primarily in Asia. Improved wildlife forensic techniques, such as validated tests for species identification of seized horns, are critical to aid current enforcement and prosecution efforts and provide a deterrent to future rhino horn trafficking. Here, we present an internationally standardized species identification test based on a 230 base pair cytochrome-b region. This test improves on previous nested PCR protocols and can be used for the discrimination of samples with <20pg of template DNA, thus suitable for DNA extracted from horn products. The assay was designed to amplify water buffalo samples, a common 'rhino horn' substitute, but to exclude human DNA, a common contaminant. Phylogenetic analyses using this partial cytochrome-b region resolved the five extant rhino species. Testing successfully returned a sequence and correct identification for all of the known rhino horn samples and vouchered rhino samples from museum and zoo collections, and provided species level identification for 47 out of 52 unknown samples from seizures. Validation and standardization was carried out across five different laboratories, in four different countries, demonstrating it to be an effective and reproducible test, robust to inter laboratory variation in equipment and consumables (such as PCR reagents). This is one of the first species identification tests to be internationally standardized to produce data for evidential proceedings and the first published validated test for rhinos, one of the flagship species groups of the illegal wildlife trade and for which forensic tools are urgently required. This study serves as a model for how species identification tests should be standardized and disseminated for wildlife forensic testing.",2018-07-20,Forensic science international. Genetics,29035848.0,An internationally standardized species identification test for use on suspected seized rhinoceros horn in the illegal wildlife trade.
44453,"In response to herbivore attack, plants perceive herbivore associated elicitors (HAE) and rapidly accumulate jasmonic acid (JA) and other phytohormones, which interact in complex ways, such as the crosstalk between JA and salicylic acid (SA). Although recent studies have shown that HAE-induced individual phytohormones can be highly specific among closely related species, it remains unclear how conserved and specific the relationships among HAE-induced phytohormones are. Here we analyzed the correlations among 4 different phytohormones, JA, JA-isoleucine (JA-Ile), SA, and abscisic acid (ABA) in 6 closely related Nicotiana species that were induced by 3 different HAEs. Our results showed that while no clear association between ABA and other phytohormones were found, the positive association between JA and JA-Ile is mostly conserved among closely related Nicotiana species. Interestingly, the association between JA and SA are highly variable and can be regulated by different HAEs. ",2018-07-20,Plant signaling & behavior,26107988.0,The rapidly evolving associations among herbivore associated elicitor-induced phytohormones in Nicotiana.
111549,"This review highlights structural and biosynthetic work on a group of nitrogen-functionalised terpenes that are almost exclusively found in marine invertebrates and the animals that feed on them. The chemical functionality reviewed includes isocyanides, isothiocyanates, formamides, thiocyanates, isocyanates, and dichloroimines. The literature through mid 2003 is reviewed and there are 143 citations.",2018-07-20,Natural product reports,15039841.0,"Marine isocyanides and related natural products--structure, biosynthesis and ecology."
5247,"Soils provide the service of attenuating and detoxifying pollutants. Such ability, natural attenuation capacity (NAC), is one of the most important ecosystem services for urban soils. We improved the ecosystem-service performance index (EPX) model by integrating with entropy weight determination method to evaluate the NAC of residential soils in Beijing. Eleven parameters related to the soil process of pollutants fate and transport were selected and 115 residential soil samples were collected. The results showed that bulk density, microbial functional diversity and soil organic matter had high weights in the NAC evaluation. Urban socio-economic indicators of residential communities such as construction age, population density and property & management fee could be employed in kinetic fittings of NAC. It could be concluded urbanization had significant impacts on NAC in residential soils. The improved method revealed reasonable and practical results, and it could be served as a potential measure for application to other quantitative assessment.",2018-07-20,"Environmental pollution (Barking, Essex : 1987)",29558656.0,Evaluation of the natural attenuation capacity of urban residential soils with ecosystem-service performance index (EPX) and entropy-weight methods.
72471,"Plants optimise their resistance to herbivores by regulating deterrent responses on demand. Induction of anti-herbivory defences can occur directly in grazed plants or from emission of risk cues to the environment, which modifies interactions of adjacent plants with, for instance, their consumers. This study confirmed the induction of anti-herbivory responses by water-borne risk cues between adjoining con-specific seaweeds and firstly examined whether plant-plant signalling also exists among adjacent hetero-specific seaweeds. Furthermore, differential abilities and geographic variation in plant-plant signalling by a non-indigenous seaweed as well as native seaweeds were assessed. Twelve-day induction experiments using the non-indigenous seaweed Sargassum muticum were conducted in the laboratory in Portugal and Germany with one local con-familiar (Portugal: Cystoseira humilis, Germany: Halidrys siliquosa) and hetero-familiar native species (Portugal: Fucus spiralis, Germany: F. vesiculosus). All seaweeds were grazed by a local isopod species (Portugal: Stenosoma nadejda, Germany: Idotea baltica) and were positioned upstream of con- and hetero-specific seaweeds. Grazing-induced modification in seaweed traits were tested in three-day feeding assays between cue-exposed and cue-free ( = control) pieces of both fresh and reconstituted seaweeds. Both Fucus species reduced their palatability when positioned downstream of isopod-grazed con-specifics. Yet, the palatability of non-indigenous S. muticum remained constant in the presence of upstream grazed con-specifics and native hetero-specifics. In contrast, both con-familiar (but neither hetero-familiar) native species reduced palatability when located downstream of grazed S. muticum. Similar patterns of grazer-deterrent responses to water-borne cues were observed on both European shores, and were almost identical between assays using fresh and reconstituted seaweeds. Hence, seaweeds may use plant-plant signalling to optimise chemical resistance to consumers, though this ability appeared to be species-specific. Furthermore, this study suggests that native species may benefit more than a non-indigenous species from water-borne cue mediated reduction in consumption as only natives responded to signals emitted by hetero-specifics.",2018-07-20,PloS one,22701715.0,"Water-borne cues of a non-indigenous seaweed mediate grazer-deterrent responses in native seaweeds, but not vice versa."
3724,"A new species of the portunid genus, Monomia Gistel, 1848, is described from the South China Sea in Vietnam. Monomia lucida sp. nov. is morphologically most similar to M. argentata (A. Milne-Edwards, 1861), which was originally described from Sarawak, on the island of Borneo. In addition to the stout, forward-directed anterolateral teeth of the carapace, the subrectangular sixth segment of the male pleon, and the long and slender laterally bent first gonopods, adults of the new species reach a greater size, and can also be distinguished from M. argentata by the colour pattern on the natatory dactylus. The independent specific status of M. lucida sp. nov. is also supported by molecular evidence. Aside from a comparison of this new species with other known congeners, new photographs of the holotype of M. samoensis (Ward, 1939) are also provided.",2018-07-20,Zootaxa,29690481.0,"Monomia lucida sp. nov., a new swimming crab (Crustacea: Decapoda: Portunidae) from the South China Sea."
20006,"Microplastic pollution in inland waters is receiving growing attentions. Reservoirs are suspected to be particularly vulnerable to microplastic pollution. However, very limited information is currently available on pollution characteristics of microplastics in reservoir ecosystems. This work studied the distribution and characteristics of microplastics in the backwater area of Xiangxi River, a typical tributary of the Three Gorges Reservoir. Microplastics were detected in both surface water and sediment with concentrations ranging from 0.55 × 10>5> to 342 × 10>5> items km>-2> and 80 to 864 items m>-2>, respectively. Polyethylene, polypropylene, and polystyrene were identified in surface water, whereas polyethylene, polypropylene, and polyethylene terephthalate, and pigments were observed in sediment. In addition, microplastics were also detected in the digestion tracts of 25.7% of fish samples, and polyethylene and nylon were identified. Redundancy analysis indicates a weak correlation between microplastics and water quality variables but a negative correlation with water level of the reservoir and Secchi depth. Results from this study confirm the presence of high abundance microplastics in reservoir impacted tributaries, and suggest that water level regulated hydrodynamic condition and input of nonpoint sources are important regulators for microplastic accumulation and distribution in the backwater area of reservoir tributaries.",2018-07-20,Environmental science & technology,28298079.0,"Occurrence and Characteristics of Microplastic Pollution in Xiangxi Bay of Three Gorges Reservoir, China."
96228,"The purpose of this study was to investigate the effects of persimmon-vinegar supplementation on lipid profiles, carnitine levels, and alcohol clearance in chronically alcoholic rats. Sprague-Dawley rats were divided into four groups: the normal control group (NC), the ethanol-administered group (EC) (4 g/kg of body weight), the ethanol plus low-dose persimmon-vinegar-administered group (EVL) (1 mL/kg of body weight), and the ethanol plus high-dose persimmon-vinegar-administered group (EVH) (2 mL/kg of body weight). In this study, we found that persimmon-vinegar supplementation significantly decreased serum triglyceride and total cholesterol and liver total cholesterol levels compared to those of the EC group. The liver nonesterified carnitine level was significantly elevated in the persimmon-vinegar-administered groups as compared to that of the EC group. The blood ethanol concentration tended to be the lowest in the EVH group. There was a trend for the level of hepatic acetyl-coenzyme A carboxylase mRNA to be decreased and hepatic carnitine palmitoyltransferase-I mRNA to be increased with increasing doses of persimmon-vinegar. These results suggest that supplementation of persimmon-vinegar prevents metabolic disorders induced by chronic administration of alcohol.",2018-07-20,Journal of medicinal food,18361736.0,Effects of persimmon-vinegar on lipid metabolism and alcohol clearance in chronic alcohol-fed rats.
114328,"This study was conducted to obtain basic data in improving the health of Koreans, saving energy and protecting environments. This study investigated the effects of wearing thermal underwear for keeping warm in the office in winter where temperature is not as low as affecting work efficiency, on thermoregulatory responses and subjective sensations. In order to create an environment where every subject feels the same thermal sensation, two experimental conditions were selected through preliminary experiments: wearing thermal underwear in 18 degrees C air (18-condition) and not wearing thermal underwear in 23 degrees C air (23-condition). Six healthy male students participated in this study as experiment subjects. Measurement items included rectal temperature (T(re)), skin temperature (T(sk)), clothing microclimate temperature (T(cm)), thermal sensation and thermal comfort. The results are as follows: (1) T(re) of all subjects was maintained constant at 37.1 degrees C under both conditions, indicating no significant differences. (2) (T)(sk) under the 18-condition and the 23-condition were 32.9 degrees C and 33.7 degrees C, respectively, indicating a significant level of difference (p<0.05). (3) Among local skin temperature, trunk part (forehead and abdomen) did not show significant differences. After 90-min exposure, the skin temperature of hands and feet under the 18-condition was significantly lower than that under the 23-condition (p<0.001). (4) More than 80% of all the respondents felt comfortable under both conditions. It was found (T)(sk) decreased due to a drop in the skin temperature of hands and feet, and the subjects felt cooler wearing only one layer of normal thermal underwear at 18 degrees C. Yet, the thermal comfort level, T(re) and T(cm) of chest part under the 18-condition were the same as those under the 23-condition. These results show that the same level of comfort, T(re) and T(cm) can be maintained as that of an environment about 5 degrees C higher in the office in winter, by wearing one layer of thermal underwear. In this regard, this study suggests that lowering indoor temperature by wearing thermal underwear in winter can contribute to saving energy and improving health.",2018-07-20,Journal of physiological anthropology and applied human science,12672980.0,Effects of thermal underwear on thermal and subjective responses in winter.
49991,"The term 'quorum sensing' (QS) is generally used to describe the phenomenon that bacteria release and perceive signal molecules to coordinate cooperative behaviour in response to their population size. QS-based communication has therefore been considered a social trait. Here we show that QS signals (N-acyl-homoserine lactones, AHLs) are stochastically produced in young biofilms of Pseudomonas putida and act mainly as self-regulatory signals rather than inducing neighbouring cells. We demonstrate that QS induces the expression of putisolvin biosurfactants that are not public goods, thereby triggering asocial motility of induced cells out of microcolonies. Phenotypic heterogeneity is most prominent in the early stages of biofilm development, whereas at later stages behaviour patterns across cells become more synchronized. Our findings broaden our perspective on QS by showing that AHLs can control the expression of asocial (self-directed) traits, and that heterogeneity in QS can serve as a mechanism to drive phenotypic heterogeneity in self-directed behaviour. ",2018-07-20,Nature communications,25592773.0,Quorum sensing triggers the stochastic escape of individual cells from Pseudomonas putida biofilms.
7119,"Alginate-derived polymannuronate (PM) is a type of polysaccharide found in edible brown seaweeds. Seleno-polymannuronate (Se-PM) was prepared from PM via synthesis using sulfation- and selenation-replacement reactions. The anti-inflammatory activity of Se-PM and its corresponding molecular mechanisms were investigated. In lipopolysaccharide (LPS)-activated murine macrophage RAW264.7 cells, Se-PM significantly attenuated the production of nitric oxide (NO), prostaglandin E2 (PGE2), and reactive oxygen species (ROS); the expression of inducible nitric oxide synthase (iNOS) and cyclooxygenase-2 (COX-2); and the secretion of proinflammatory cytokines. Moreover, Se-PM remarkably suppressed the LPS-induced activation of the nuclear-factor (NF)-κB and mitogen-activated-protein-kinase (MAPK) signaling pathways in RAW264.7 cells. Furthermore, Se-PM also decreased the production of proinflammatory mediators in LPS-triggered primary murine macrophages. Additionally, Se-PM inhibited the inflammatory response in the air-pouch inflammation model. These results might contribute to the overall understanding of the potential health benefits of Se-PM for food and drug applications.",2018-07-20,Journal of agricultural and food chemistry,29406745.0,Elucidation of the Molecular-Mechanisms and In Vivo Evaluation of the Anti-inflammatory Effect of Alginate-Derived Seleno-polymannuronate.
