"","Search","Title","Abstract","UT","SE_index","p","Relevance"
"68","montgrass","Diversity of dry forest epiphytes along a gradient of human disturbance in the tropical Andes","Disturbance effects on dry forest epiphytes are poorly known. How are epiphytic assemblages affected by different degrees of human disturbance, and what are the driving forces? An inter-Andean dry forest landscape at 2300 m elevation in northern Ecuador. We sampled epiphytic bryophytes and vascular plants on 100 trees of Acacia macracantha in five habitats: closed-canopy mixed and pure acacia forest (old secondary), forest edge, young semi-closed secondary woodland, and isolated trees in grassland. Total species richness in forest edge habitats and on isolated trees was significantly lower than in closed forest types. Species density of vascular epiphytes (species per tree) did not differ significantly between habitat types. Species density of bryophytes, in contrast, was significantly lower in edge habitat and on isolated trees than in closed forest. Forest edge showed greater impoverishment than semi-closed woodland and similar floristic affinity to isolated trees and to closed forest types. Assemblages were significantly nested; habitat types with major disturbance held only subsets of the closed forest assemblages, indicating a gradual reduction in niche availability. Distance to forest had no effect on species density of epiphytes on isolated trees, but species density was closely correlated with crown closure, a measure of canopy integrity. Microclimatic changes but not dispersal constraints were key determinants of epiphyte assemblages following disturbance. Epiphytic cryptogams are sensitive indicators of microclimate and human disturbance in montane dry forests. The substantial impoverishment of edge habitat underlines the need for fragmentation studies on epiphytes elsewhere in the Tropics.","WOS:000263701500008",68,0.914106619,1
"711","montgrass","A preliminary survey of the arbuscular mycorrhizal status of grassland plants in southern Tibet","We report for the first time the arbuscular mycorrhizal (AM) status of native plant species and AM fungal diversity in the grasslands of southern Tibet. A total of 51 soil samples were collected from the rhizospheres of the dominant plant species, and AM fungal structures were observed in 18 (82%) of 22 plant species examined. Vesicles and aseptate hyphae were the structures most frequently observed in the plant roots. After trap culture for 5 months, 25 AM fungal taxa were identified in the soil samples collected, of which nine belonged to Glomus, ten to Acaulospora, one to Entrophospora and five to Scutellospora. The frequency of occurrence of different genera and species varied greatly. Glomus was the dominant genus, and the most frequent and abundant species was Glomus mosseae. Over the whole sampling area, spore density in the rhizosphere soil of different host plant species ranged from 2 to 66 per 20 g air-dried soil. Overall AM fungal species richness was 2.10 and species diversity was 2.35. AM fungal diversity was also compared among the four different land use types (farmland and normal, disturbed and highly disturbed montane scrub grassland). Spore densities in the farmland and normal grassland were much higher than in the grasslands that had been degraded to varying degrees. The species richness in normal grassland was the highest of the four land use types examined. Species diversity varied from 1.99 to 0.94 and was highest in normal grassland, intermediate in degraded grassland and farmland, and lowest in the highly disturbed grassland.","WOS:000237664200007",71,0.806916048,1
"781","montgrass","Conservation genetics of two threatened frogs from the Mambilla highlands, Nigeria","Amphibians are the vertebrate group with the highest number of species threatened with extinction, and habitat loss and fragmentation are considered to be among the leading causes of their declines and extinctions. Little is known of the population biology of amphibian species inhabiting montane forests in Central and West Africa, where anthropogenic activities such as farming and cattle raising are major threats to native biodiversity. We used Amplified Fragment Length Polymorphisms (AFLPs) to assess the population genetic structure of two poorly known species, Cardioglossa schioetzi and Leptodactylodon bicolor (both in the Arthroleptidae), in and around Ngel Nyaki Forest Reserve on the Mambilla Plateau in eastern Nigeria. The landscape comprises continuous forest on steep slopes and small riparian forest fragments in a grassland matrix. While increased fragmentation is well documented for these and other forests in the mountains of Cameroon and Nigeria over the past century, there are no previous assessments of the impact of forest fragmentation on montane amphibian populations in this region. Our estimates of genetic diversity are similar across populations within each species with levels of heterozygosity values consistent with local population declines. Except for a pair of populations (C. schioetzi) we did not observe genetic differentiation between forest and riparian forest fragment populations, nor across sites within continuous forest (L. bicolor). Our results demonstrate recent gene flow between forest fragments and the adjacent protected forests and suggest that small forest corridors connecting these may lessen the genetic consequences of at least 30 years of intense and severe fragmentation in Ngel Nyaki.","WOS:000441738000047",78,0.836403267,1
"96","montgrass","The value of semi-natural grasslands for the conservation of carabid beetles in long-term managed forested landscapes","Species rich semi-natural grasslands are disappearing across Europe, affecting invertebrate diversity negatively. In NW Spain, the recent abandonment of traditional farming practices and the gradual decrease in grazing pressures are reducing the number and extent of montane grasslands. In this context, we investigated the composition of carabid beetle (Coleoptera, Carabidae) assemblages that inhabit semi-natural grasslands situated in long-term managed oak and beech forested landscapes. According to their spatial arrangement, the studied grasslands were classified into: (1) interior or gap grasslands (small and completely surrounded by continuous forest) and (2) exterior grasslands (large and connected to a variety of habitat types). Our results indicate that, within each forested landscape, the gap and exterior grasslands harboured particular carabid assemblages (i. e. exclusive or abundantly collected species), which were also distinct from the surrounding forest carabid fauna. Dissimilarities between gap and exterior grasslands in each landscape suggest great carabid diversity at the regional scale. We also detected species-specific responses as several carabids were mainly associated with gap or exterior grasslands. Consequently, in highly modified forested landscapes, semi-natural grassland remnants may constitute great value for the protection of the carabid fauna. Specifically, we recommend conservation strategies that preserve variety in grassland features and maintain proper management activities to prevent the loss of specialised species and a decrease in regional carabid diversity.","WOS:000294460300007",96,0.872483153,0
"104","montgrass","Assessment of swaps and persistence in land cover changes in a subtropical periurban region, NW Argentina","A detailed spatial analysis of land cover changes was carried out in the periurban area of Great San Miguel de Tucuman and Sierra de San Javier, subtropical Argentina. Post-classification comparison of land cover maps of 1972 and 2010 was used to quantify the level of persistence, net gains, losses and swaps among urban, natural vegetation, and agriculture categories; framed in a hierarchical land use/cover classification. The spatial distribution of land cover changes was related to environmental and socio-economic variables. The overall land cover change pattern of ""periurban forest transition"" was characterized by urban expansion, agriculture adjustment and associated forest recovery. Montane forests showed a net increase of 10%, expanding over mountain grasslands, which in turn lost 66% of their original area. Dry forests experienced high levels of swaps, being relocated into more humid areas and further away from access roads. Simultaneously, herbaceous agriculture was concentrated in flat areas more suitable for modern mechanized agriculture. In the foothills of the San Javier range, urban areas tripled their original extension replacing fertile agricultural lands.(mainly sugar cane). Forest recovery and land-use intensification patterns are usually considered as an opportunity for conservation of biodiversity and ecosystem services. However, these new forests are characterized by the abundance of exotic species with little known ecological properties. Also, the replacement of highly productive agriculture by urban developments, and of natural montane grasslands by forests, imply negative changes in terms of agriculture production, the conservation of grassland biodiversity and landscape configuration with high recreational value. (C) 2014 Elsevier B.V. All rights reserved.","WOS:000337878700009",104,0.831151848,0
"118","taiga","Distribution of red wood ants (Hymenoptera: Formicidae) in the clear-cut areas of a managed forest in Western Poland","Red wood ants (RWAs) play an important role as predators and competitors in invertebrate communities in forest ecosystems. The abundance of RWAs in managed forest clear-cut areas was investigated in 2007 in Western Poland. The ants were counted in 1 x 1 m squares along transects that led from the edge to the centre of clear-cut areas. Squares that contained RWAs were located significantly closer to the edge as compared with squares without ants. The RWA density decreased significantly from the edge to the centre of clear-cut area. The pattern of the decrease of RWAs towards the clear-cut area centre may have serious consequences for ant-sensitive invertebrates. It can be expected that species richness and species diversity of invertebrates will be affected by forest clear-cut areas, which generate ant-free conditions.","WOS:000275748700009",1,0.72832832,1
"210","taiga","Succession in ant communities (Hymenoptera: Formicidae) in deciduous forest clear-cuts - an Eastern European case study","Clear-cutting, the main method of harvesting in many forests in the world, causes a series of dramatic environmental changes to the forest habitat and removes habitat resources for arboreal and epigeal species. It results in considerable changes in the composition of both plant and animal communities. Ants have many critical roles in the maintenance and functioning of forest ecosystems. Therefore, the response of ants to clear-cutting and the time it takes for an ant community to recover after clear-cutting are important indicators of the effect of this harvesting technique on the forest ecosystem. We investigated ground-dwelling ant communities during secondary succession of deciduous forests in Transylvania, Romania. Using space-for-time substitution, we explored a chronosequence from clear-cuts to mature forests (> 120 years). The object was to determine if cutting has measurable effects on ant community structure, and if ant species richness differs between successional stages. We recorded a total of 24 species of ants, 11 characteristic of forests and seven of open landscape. Ant species richness was higher in clear-cuts compared to closed-canopy and old stands. Number of ant individuals was highest in young age classes and lowest in closed-canopy age classes. There was no drastic change in species richness during the succession, however differences in community composition at different stages were recorded. Open landscape species are able to rapidly colonize following disturbance but disappear when the forest sites mature and many forest ant species are capable of surviving clear cutting.","WOS:000396466400012",2,0.887549263,1
"312","taiga","Responses of eight boreal flat bug (Heteroptera: Aradidae) species to clear-cutting and forest fire","Boreal flat bugs include a high proportion of species that are considered negatively affected by forestry. Knowledge on the biology and habitat demands of individual species is generally limited. We examined the influence on flat bugs of stand-age and clear-cutting, comparing five classes of spruce stands. The five classes were: clear-cut, unthinned, and thinned (all three products of current clear-cutting forestry), mature managed and old-growth stands (these two had never been clear-cut). We also compared unburned and recently burned mature pine forest. Fire, but not stand age, had a pronounced effect on species richness and total abundance. Aradus depressus showed a significant association with older forest stands. Aradus betulae occurred only in clear-cuts and burned forest indicating that this species is favored by disturbance in general. Aradus lugubris, Aradus crenaticollis and Aradus brevicollis were found only in the burned forest. Aradus brevicollis has not previously been shown to be associated with fire.","WOS:000274095700002",3,0.740942964,1
"45","taiga","Proportions of saproxylic beetle populations that utilise clear-cut stumps in a boreal landscape - Biodiversity implications for stump harvest","Many saproxylic insects (insects dependent on deadwood) are threatened because the amounts of suitable substrate, coarse woody debris (CWD), are low in managed forests. Harvesting clear-cut stumps for bioenergy will decrease these amounts further and may therefore contribute to loss of biodiversity. Earlier studies have demonstrated that many saproxylic beetle species utilise clear-cut stumps. However, the importance of stumps compared with other kinds of deadwood remains unknown. In particular, some species adapted to sun-exposed deadwood created by disturbances might, in managed forest landscapes, be dependent on stumps in clear-cuts. In the present study we quantify the proportions of landscape-wide populations of saproxylic beetles that are recruited from clear-cut stumps in a managed boreal forest landscape. The amount of bark on clear-cut stumps and population densities (beetles per m(2) bark) were estimated for a 24,499 ha landscape in Sweden. Our data were pooled with estimates from a similar study in the same landscape, including all other types of CWD and beetle densities. The clear-cut stumps were estimated to contribute 15.5% of total bark to CWD in the landscape. For spruce, clear-cut stumps contributed 37.9% of the total bark. Of 39 analysed beetle species, 13 were estimated to have more than 10% of their populations in clear-cut stumps, 9 more than 50%, and 5 more than 80%. Clear-Cut stumps are thus an important breeding substrate for many beetle species and consequently, intensive stump harvest risks decreasing biodiversity. (C) 2014 Elsevier B.V. All rights reserved.","WOS:000347739700031",4,0.70341588,0
"55","taiga","Does the decline of red wood ants after clear-cutting favour epigeic arthropods?","In forest ecosystems in the temperate and boreal zones in Europe, red wood ants (RWA, Formica rufa group) have a significant affect as predators and competitors in communities of ground-dwelling arthropods. Therefore, the spatiotemporal distribution and abundance of RWA affect the distribution of many other species. The hypothesis that a reduction in the abundance of RWA in clear-cut areas enables other arthropods to increase in abundance was tested. The study was conducted in NW Poland in 2007 and 2008. A total of 276 1x1 m plots were sampled and 1,696 individuals recorded. The probability of the occurrence of RWA decreased significantly towards the center of clear-cut areas and increased with increasing plant cover. The frequency of Lasius platythorax, Formica fusca and spiders in the plots significantly increased towards the edge of a clear-cut area. Moreover, the occurrence of L. platythorax was negatively associated with the presence of RWA, while that of the Myrmica species was positively associated. The effect of the distance to the edge of a clear-cut area seems to be much more pronounced than the effect of RWA. This suggests that the arthropods studied prefer habitats close to the edge that are utilized by RWA than RWA-free sites located in the centre of clear-cut areas.","WOS:000291955100013",5,0.716081004,1
"67","taiga","Effects of low severity burning after clear-cutting on mid-boreal ant communities in the two years after fire","Fire is important in maintaining a diversity of communities and landscapes in boreal ecosystems, but, in recent times, forest management has suppressed fires. Managers now commonly burn a proportion of clear-cuts in Sweden to conserve components of the fire-favoured fauna, but effects of these treatments on the ant fauna are unknown. We compared ant communities between burned and control clear-cuts to determine their value for this important faunal group. Ants were collected in 1995 and 1996 from 5 burned and 5 control clear-cuts in mid-boreal Sweden. We compared abundances of workers and reproductive females of common species between the treatments. Burned and control clear-cuts supported similar abundances of common species, differing only in the abundance of Leptothorax acervorum queens collected in 1995. This suggests that L. acervorum was attracted to the burning, but we did not detect an increase in the abundance of its workers the following year. The abundance of dominant red wood ants (E rufa group) was not correlated with that of any other species, suggesting that their patchy occurrence did not conceal differences between treatments. Our findings suggest that nests of many ant species survive low severity fires. Habitat structure is likely to be important in determining ant community structure and low severity burning in disturbed open habitats, such as the clear-cuts examined in this study, may not significantly alter habitat structure relative to unburned habitats in the short term.","WOS:000245699800009",6,0.794995068,1
"76","taiga","Pelagic food webs of humic lakes show low short-term response to forest harvesting","Forest harvest in the boreal zone can increase the input of terrestrial materials such as dissolved organic carbon (DOC) and nitrate (NO3-) into nearby aquatic ecosystems, with potential effects on phytoplankton growth through enhanced nutrient (i.e., positive) or reduced light availability (i.e., negative), which may affect ecosystem productivity and consumer resource use. Here, we conducted forest clear-cutting experiments in the catchments of four small, humic, and nitrogen-limited unproductive boreal lakes (two controls and two clear-cut, 18% and 44% of area cut) with one reference and two impact years. Our aim was to assess the effects of forest clear-cutting on pelagic biomass production and consumer resource use. We found that pelagic biomass production did not change after two years of forest clear-cutting: Pelagic primary and bacterial production (PP, BP), PP:BP ratio, chl a, and seston carbon (seston C) were unaffected by clear-cutting; neither did tree harvest affect seston stoichiometry (i.e., N:phosphorus [P], C:P) nor induce changes in zooplankton resource use, biomass, or community composition. In conclusion, our findings suggest that pelagic food webs of humic lakes (DOC > 15 mg/L) might be resilient to a moderate form of forest clear-cutting, at least two years after tree removal, before mechanical site preparation (e.g., mounding, plowing) and when leaving buffer strips along lakes and incoming streams. Thus, pelagic food web responses to forest clear-cutting might not be universal, but could depend on factors such as the time scale, share of catchment logged, and the forest practices involved, including the application of buffer strips and site preparation.","WOS:000454685500002",7,0.565383057,0
"87","taiga","Resilience of bryophyte communities to clear-cutting of boreal stream-side forests","We asked if short-term changes in bryophyte communities in response to clear-cutting of boreal stream-side forests are persistent and whether species with low resilience may survive in narrow riparian buffer strips. To assess short-term changes and the function of buffer strips we compared the bryophyte community in permanent 0.1 ha plots of mature forest before and after clear-cutting. Persistent changes were inferred by pair-wise comparisons of 0.1 ha plots of mature forests with carefully matched 0.1 ha plots in stands established after clear-cutting 30-50 years earlier. Total bryophyte species richness did not respond significantly to clear-cutting. However, richness changed in many subgroups defined by phylogenetic, habitat or substrate affinity. Numbers of both liverwort and forest species were significantly reduced on clear-cuts and these differences remained significant, although smaller, 30-50 years after clear-cutting. In contrast, there were short-term increases in richness of mosses and of species growing on disturbed mineral soil, but these species numbers returned to mature-forest levels in the young stands. Number of species associated with convex substrates, especially woody debris species, was strongly reduced by clear-cutting and showed no significant recovery after 30-50 years. Hence, most of the negative effects of clear-cutting on bryophyte species persist almost halfway into the next forestry rotation period. However, narrow buffer strips (10 m on each side) prevented most of the short-term extirpations of species with low resilience on clear-cuts. Buffer strips may thus be effective in conserving the bryophyte flora of stream-side forests, but their longterm function as refugia and their contribution to population recovery in other parts of the landscape need further evaluation. (c) 2006 Elsevier Ltd. All rights reserved.","WOS:000245695600014",8,0.77242861,1
"95","taiga","Forestry Alters Foraging Efficiency and Crop Contents of Aphid-Tending Red Wood Ants, Formica aquilonia","Forest management alters species behaviours, distributions and interactions. To evaluate forestry effects on ant foraging performance, we compared the quality and quantity of honeydew harvested by ants among clear-cuts, middle-aged and mature spruce-dominated stands in boreal forests in Sweden. Honeydew quality was examined using honeydew collected by squeezing the gasters of laden Formica aquilonia workers. We used fifteen laden individuals at each study site (four replicates of each stand age) and analysed honeydew chemical composition with gas chromatography-mass spectroscopy. To compare the quantity of honeydew collected by individual ants, we collected and weighed five ants moving up and five ants moving down each of ten trees at the twelve sites (totally 1200 ants). The concentration of trehalose in honeydew was lower in clear-cuts compared with middle aged and mature stands, and similar trends were shown for sucrose, raffinose and melezitose, indicating poorer honeydew quality on clear cuts. Concentrations of the amino acid serine were higher on clear-cuts. The same trend occurred for glutamine, suggesting that increased N-uptake by the trees after clear cutting is reflected in the honeydew of aphids. Ants in mature stands had larger heads and carried proportionally more honeydew and may therefore be more efficient foragers. Human alternation of habitats through clear-cutting thus affects food quality and worker condition in F. aquilonia. This is the first study to show that honeydew quality is affected by anthropogenic disturbances, likely contributing to the reduction in size and abundance of F. aquilonia workers and mounds after clear cutting.","WOS:000303129700016",9,0.61125085,0
"106","taiga","Saproxylic beetles in high stumps and residual downed wood on clear-cuts and in forest edges","This study evaluates how the placement and the different possible outcomes of a spruce retention tree affected species richness and assemblages of spruce-associated saproxylic beetles. In a field experiment in the boreal zone of central Norway, high stumps were created and compared with residual wood pieces (i.e. top boles with branches), in clear-cuts versus in forest edges. Flight interception traps were mounted close to the substrate. The results were analysed using rarefaction techniques, ordination (DCA) and ANOVA. It was found that the placement of retention trees of spruce does matter: beetle assemblages were significantly different in stumps in the four treatments. For all species pooled, the species richness was higher in stumps in clear-cuts than in stumps or boles in the forest edge. Four red-listed species were more abundant near stumps than boles, and two red-listed species were more abundant in clear-cuts than forest edge. To cater for the variety of habitat preferences among forest beetles in managed forest, managers should leave both standing spruce trees (many of which will end up as windthrown, downed holes) and some high stumps (to secure some upright dead wood), in both exposed clear-cut and semi-shaded forest edge.","WOS:000271827400005",10,0.831005026,1
"1110","taiga","Comparison of moth communities following clear-cutting and wildfire disturbance in the southern boreal forest","Nocturnal macrolepidopteran fauna (moths) of the southern boreal forest of Ontario, Canada, were compared between forests clear-cut or burned by wildfire approximately 5 years previously to assess whether their assemblages differed following disturbance. Moths were light-trapped for 27 days during the summer in three burned and three clear-cut sites that had been formerly mature mixed jack pine (Pinus banksiana) forest. The dominant species varied throughout the summer (Protorthodes oviduca dominated in June, Orthodes cynica in July and Idia americalis in August), but they were similar between disturbance types. Diversity indices were similar although ordinations showed significant differences between the two disturbance types. Nine species were more significantly abundant in burn than clearcut sites (Callopistra cordata, Cyclophora pendulinaria, Gluphisia septentrionis, Hyppa nr. xylinoides, Nemoria rubrifrontaria, Semiothisa neptaria, Spiramater lutra, and Tacparia detersata), whereas the converse was true for three species (Acronicta innotata. Phyllodesma Americana, and Euxoa comosa). Vegetation composition, disturbance age, percentage of jack pine pre-disturbance, and amount of downed woody debris and snags were the most important environmental correlates of moth community composition. Our study supports that of previous work on the effects of forest disturbance and biodiversity suggesting that clear-cutting may emulate wildfire for some organisms, but not for others. Thus, forest managers must consider multiple aspects of forest structure in attempting to use clear-cuts to mimic fire. (C) 2011 Elsevier B.V. All rights reserved.","WOS:000302986900031",11,0.839659576,1
"125","taiga","History matters: Impact of historical land use on butterfly diversity in clear-cuts in a boreal landscape","In Swedish boreal landscapes, the loss of species-rich semi-natural grasslands is largely due to a long history of agricultural abandonment. Large areas historically managed as meadows have become mature coniferous forest. This study focused on the potential biological legacy following a long period of grassland abandonment. The butterfly fauna in clear-cuts which was historically meadows and abandoned long enough to allow a generation of conifers to mature (70-90 years) was compared with clear-cuts which were historically coniferous forest. The results showed that clear-cuts historically managed as meadows were: (i) much richer in individuals, (ii) more species-rich, and (iii) contained many more grassland specialists than clear-cuts with a history as forest, with many of these species threatened in other parts of Europe. The results from our study demonstrate for the first time, to our knowledge, that the legacy of historical land-use in remnant plant communities can affect butterfly diversity in clear-cuts and hence the large-scale dynamics over a timescale of a full tree rotation. The results of this study have implications for forest management practices. Replanting clear-cuts on land that was previously meadows with deciduous trees or allowing the forest to regenerate naturally instead of planting conifers would make it possible to preserve a greater diversity of habitats for butterflies and other organisms. (C) 2011 Elsevier B.V. All rights reserved.","WOS:000291125700018",12,0.78443239,0
"135","taiga","Relative importance of thinned and clear-cut stands for bryophyte diversity on stumps","The interest in harvesting logging residues in the form of stumps has recently increased markedly in the Nordic countries of Europe due to the steadily growing market for bio-fuel from forestry. Yet, stumps are currently harvested without a solid knowledge of their importance for forest organisms. To assess the relative importance of thinned, clear-cut, and burned clear-cut stands for the diversity of bryophytes on stumps we investigated bryophyte species composition and richness on 755 spruce stumps in 27 forest stands in southern-boreal Finland. Stumps were sampled within both wet and dry sites. For comparison we also surveyed bryophytes on 669 ground plots in the same stands to assess if patterns were consistent regardless of substrate type. Stand type (i.e. thinned, clear-cut, or burned clear-cut) was the main predictor of both species richness and composition on stumps. Stumps in thinned stands were more species rich than in clear-cuts, and the lowest richness was found on stumps in burned clear-cuts. Differences in species composition were explained by higher frequency of occurrence of species in thinned than in clear-cut stands. Thus, stumps in clear-cut stands tended to host a subset of species from the thinned stands, but there was also a pattern of turnover where different species were present in thinned and clear-cut stands, respectively. The results were similar for bryophytes on ground indicating that canopy cover strongly affected the diversity of bryophytes regardless of substrate. We conclude that stump harvest in open, clear-cut stands will probably have minor effects on bryophyte diversity on dead wood in the managed forest landscape. Conservation efforts in thinned stands (e.g. retention and creation of dead wood) may be important for promoting the diversity of bryophytes in managed forests. (C) 2011 Elsevier B.V. All rights reserved.","WOS:000291125700021",13,0.781978013,1
"146","taiga","Time-lagged lichen extinction in retained buffer strips 16.5 years after clear-cutting","Tree retention on clear-cuts is a relatively new measure in forestry aimed at lifeboating' forest species during young seral periods. However, the effectiveness of tree retention for maintaining biodiversity for more than a few years is still poorly known. We investigated lichen persistence in retained buffer strips along small streams after clear-cutting of the surrounding forest, and compared with clear-cuts and un-cut references. Specifically, we compared richness and frequency of red-listed/signal species, calicioids and pendulous species before clear cutting with 2.5 years and 16.5 years after clear-cutting, and also analysed their colonization-extinction dynamics over time. The results show that the richness of red-listed/signal species and calicioids in buffer strips had declined significantly after 16.5 years, but not after 2.5 years, while frequency displayed a significant difference already after 2.5 years. The richness of pendulous lichens remained relatively stable over time, but the frequency had declined significantly after 16.5 years. In clear-cuts all groups declined more than in buffer-strips (-2-3.5 times more) and the main decline had occurred already after 2.5 years. References remained stable over time. The colonization-extinctions dynamics reflected the richness declines, with high early extinction in clear cuts and lower but late extinction in buffer-strips, and low (re)colonization. We conclude that retained buffer strips cannot maintain lichen richness over time due to time-lagged extinction, but they are clearly more effective than clear-cuts. Wider buffer strips could potentially reduce tree mortality and decrease lichen extinction. The large amounts of standing dead wood makes buffer strips potential future colonization targets.","WOS:000442003900006",14,0.574325272,0
"155","taiga","Responses of boreal carabid beetle assemblages (Coleoptera, Carabidae) to clear-cutting and top-soil preparation","Today, forestry is the most important disturbance force in Fennoscandian boreal forests, having remarkably altered fauna and flora in this biome. However, since the late 1900s, forest-management practices have been modified to better consider biodiversity while harvesting timber. For example, green-tree retention, gap felling, and lighter top-soil preparation methods (harrowing) have been introduced, but little is known about the ecological effects of these changes. We sampled carabid beetles in seven clear-cut stands that were subsequently harrowed. We studied the effects of (1) clear-cut size by comparing carabid catches of small gaps (ca. 0.16 ha) with those of larger clear-cuts (ca. 2 ha), and (2) microsite type within stands by comparing carabid catches of strips of bare soil to those of drifted humus (adjacent to bare-soil strips) and undisturbed (not scarified) forest floor. We detected only slight effects of clear-cut size on the assemblage structure, but clearer differences at species and ecological-group levels among the three compared micro-site types. The catches of forest carabids, and flightless carabids, were higher in the undisturbed micro-sites as compared to bare-soil ones, whereas open-habitat carabids showed the opposite abundance pattern. The variation among study blocks, and logging per se (compared to un-logged mature stands), had more pronounced effects on carabid assemblage structure than either clear-cut size or micro-site. (c) 2005 Elsevier B.V. All rights reserved.","WOS:000235599700019",15,0.728394092,1
"166","taiga","Effects of stump extraction on saproxylic beetle diversity in Swedish clear-cuts","1. Stump extraction for bio energy is a new forestry activity and before large-scale implementation occurs, it is important to analyse its consequences. Saproxylic beetles depend on dead trees and stump extraction will reduce the amount of habitat available for this group. 2. Early warning signs of impending regional species extinctions were looked for in areas where stump harvest has only been conducted for about 3years. In a paired design (N=8), the beetle fauna was sampled in stumps on ordinary clear-cuts and on clear-cuts from which stumps had been extracted. Sampling in extraction clear-cuts was possible because 25% of the stump volume was retained. Samples were collected by bark sieving ten Norway spruce, Picea abies, stumps per clear-cut. 3. In total, 6959 individuals of 46 species were found. Several early warning signs were seen: stump extraction reduced the number of species per stump and per clear-cut and reduced the species evenness in individual stumps. 4. Species at higher trophic levels (predators and fungivores), in particular, suffered negative effects. Stump extraction reduced the number of species of fungivores and facultative predators/fungivores at the clear-cut level and reduced the relative abundance of predators at the stump level. 5. These results indicate that if stumps are extracted from a high proportion of the clear-cuts in a region, the present recommendations of leaving 15-25% of the stump volume will be insufficient for preserving the beetle fauna in the stumps. Further studies are needed to identify levels of stump retention that do not lead to species loss.","WOS:000321501800004",16,0.618646063,1
"175","taiga","Slope aspect modifies community responses to clear-cutting in Boreal forests","Slope aspect modifies microclimate and influences ecological processes and spatial distribution of species across forest landscapes, but the impact of slope aspect on community responses to disturbance is poorly understood. Such insight is necessary to understand landscape community dynamics and resilience. We compared bryophyte (liverworts and mosses) communities in matched 0.02-ha plots of four boreal stand types in central Sweden: recently clear-felled and mature stands dominated by Norway spruce in south-facing and north-facing slopes. Differences between forests and clear-cuts were interpreted as effects of clear-cutting, and differences between south- and north-facing slopes as effects of aspect. In response to clear-cutting, bryophyte cover and composition changed more in south-facing slopes. Only one out of ten significantly declining species in south- facing slopes also declined significantly in north-facing slopes. North-facing slopes lost fewer bryophyte species, and among those, fewer forest species and fewer species associated with wood and bark. In north-facing slopes, the average proportions of mosses and liverworts shared between the forest and the clear-cut plot were 88% and 74%, respectively. Corresponding numbers for south- facing slopes were 79% and 33%. In addition, more bryophyte species were added in north-than south- facing slopes after clear-cutting, somewhat reducing the difference in compositional change between aspects. South- and north-facing mature forests differed in species composition, mostly due to higher richness of mosses in south- facing slopes. The smaller changes in bryophyte communities on north-facing slopes in response to clear- cutting have implications for ecosystem dynamics and management as high local survival may enhance landscape-level resilience.","WOS:000245668500024",17,0.698354923,1
"185","taiga","Clear-cuts in production forests: From matrix to neo-habitat for butterflies","Butterfly conservation in Europe is mainly focused on well-defined grassland habitat patches. Such an approach ignores the impact of the surrounding landscape, which may contain complementary resources and facilitate dispersal. Here, we investigated butterfly species richness and abundance in a habitat normally regarded as unsuitable matrix: production forestry clear-cuts. Butterflies were recorded in 48 clear-cuts in southern Sweden differing with regards to the time since clear-cutting and land-use history (meadow or forest based on historical maps from the 1870s). All clear-cuts had been managed as production forests for at least 80-120 years. A total of 39 species were found in clear-cuts of both land-use histories, but clear-cuts with a history as meadow had on average 34% higher species richness and 19% higher abundance than did clear-cuts with a history as forest. No effect of the time since clear-cutting was found, irrespective of land-use history, which was likely due to the narrow timespan sampled (<8 years). The absence of temporal effect suggests that clear-cuts may provide butterflies with valuable resources for 10-15 years. Assuming a 100 year forest rotational cycle, this means that 10-15% of the total forested area are made up by clear-cuts valuable to butterflies, which corresponds to an area about four times as large as that of species-rich semi-natural grasslands. The study illustrates the importance of considering land-use legacies in ecological research and question the landscape-ecological view that clear-cuts make up an unsuitable matrix for butterflies. Moreover, forest conservation management with special attention to land-use history may increase the quality of the landscape, thus facilitating butterfly metapopulation persistence. Given their large area and assets of nectar and host plant resources, clear-cuts must be considered as a butterfly habitat in its own right. Being a man-made environment with short history, we might call it a neo-habitat. (C) 2015 Elsevier Masson SAS. All rights reserved.","WOS:000366079700009",18,0.798807302,1
"197","taiga","The effect of clear-cutting and wildfire on soil Oribatida (Acari) in windthrown stands of the High Tatra Mountains (Slovakia)","The aim of this study was to assess the impact of clear-cutting and wildfire on soil Oribatida in spruce forest stands in the High Tatra Mts. (Slovakia), which were heavily damaged by windthrow in 2004. Additionally, a part of the clear-cut area was subsequently damaged by wildfire in 2005. The investigation was carried out in 2007 in following treatments: clear-cut stands (EXT), wildfire stands (FIR) and control spruce stands (REF). Significantly lower abundance of Oribatida was found in FIR and EXT compared to REF stands. REF stands had clearly higher total species richness followed by EXT and FIR stands (47, 34, 29 species, respectively). NMS ordination showed considerable differences in the composition of Oribatida communities between treatments. The abundance of dominant Hermannia gibba, Oppiella nova and Tectocepheus velatus velatus was significantly lower in EXT and FIR compared to REF stands. The abundances of surface living H. gibba and Liacarus corracinus were low in EXT stands, whereas in FIR stands, H. gibba was rare and L. coracinus was totally absent. On the other hand, Oribatula tibialis had higher abundance in FIR stands than in others. Our results show that clear-cutting and wildfire had a pronounced negative effect on the abundance and diversity of soil Oribatida in the spruce forest of the High Tatras three and two years after the disturbance, respectively. (C) 2013 Elsevier Masson SAS. All rights reserved.","WOS:000316506800019",19,0.718927707,1
