,EID,X__1,Unnamed: 0,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Relevance_std_mod,Timespan_std_mod,Relevance_ranked_mod,Timespan_ranked_mod,Scopus_index,Present_in_training_docs
70,2-s2.0-85042453572,42,42,"Alonso H., Granadeiro J.P., Dias M.P., Catry T., Catry P.",25639628000;6603758245;12763717600;6506053799;7003725276;,Fine-scale tracking and diet information of a marine predator reveals the origin and contrasting spatial distribution of prey,2018,Progress in Oceanography,10.1016/j.pocean.2018.02.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042453572&doi=10.1016%2fj.pocean.2018.02.014&partnerID=40&md5=16ef06218e9782a4803df0c8320eb41f,"The distribution of many marine organisms is still poorly understood, particularly in oceanic regions. Seabirds, as aerial predators which cover extensive areas across the oceans, can potentially be used to enhance our knowledge on the distribution and abundance of their prey. In this study, we combined tracking data and dietary data from individual Cory's shearwaters Calonectris borealis (n = 68) breeding in Selvagens archipelago, Madeira, Portugal, during the chick-rearing periods of 2011 and 2016, in order to infer prey origin within shearwaters’ main foraging areas. The digestion state of each prey item in the diet was assessed and classified; and compared to digestion states from known prey items fed to captive birds. In a novel approach, we combined tracking data with information on the prey digestion duration and data on the transit times from foraging grounds to the colony to estimate the location of prey capture. We found a consistent heterogeneity in prey distribution across four different marine domains: Selvagens, deep-sea, seamounts, and continental shelf. In oceanic areas, the chub mackerel Scomber colias, the main prey of Cory's shearwaters, was strongly associated with seamounts and insular shelves, whereas oceanic species like pilot-fish, flying-squid, flying-fish were clearly associated with deep-sea waters. Sardines Sardina pilchardus, anchovies Engraulis encrasicolus and other coastal species were associated with the African shelf. Prey origin assignment was robust across three different sets of assumptions, and was also supported by information on the digestion state of prey collected over a large independent sampling period (671 samples, collected in 2008–2010). The integration of fine-scale dietary and foraging trip data from marine predators provides a new framework to gain insights into the distribution and abundance of prey species in poorly known oceanic areas. © 2018 Elsevier Ltd",Article,Scopus,0.623253714,NA,NA,NA,NA,NA,,,,,43,NA
66,2-s2.0-85029512233,61,61,"ZoBell V.M., Furnas B.J.",57195671628;55944914500;,"Impacts of land use and invasive species on native avifauna of Mo'orea, French Polynesia",2017,PeerJ,10.7717/peerj.3761,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029512233&doi=10.7717%2fpeerj.3761&partnerID=40&md5=e5501cd70cd33e4016567495855ab7d5,"Oceanic islands are among the most endemically biodiverse ecosystems in the world. They have been adversely impacted by human expansion, which affects regional biodiversity by altering the natural habitats of vulnerable, indigenous species. Birds representa valuable indicator species of environmental change due to their ability to adapt quickly. Investigating the relationship between environmental change, abundance, and behaviors of birds can help us better anticipate potential impacts to island ecosystems. In addition, we can understand the population trends and restricted ranges of native avifauna, identify the regions needing protection, and assess habitat vulnerability linked to anthropogenic activities. In Mo'orea, French Polynesia, we studied nine passerine bird species using automated acoustic recording devices placed in agricultural, forested, and mixed habitats. Based on call counts per unit time and occupancy modeling, we found evidence that three non-native species preferred agricultural areas and low- canopy cover over dense forested areas. Furthermore, native bird detectability and possibly abundance was significantly lower than non-native birds. Using hierarchical cluster analysis to support inferences regarding behavioral differences, we found that native bird calling activity was negatively associated with non-native bird calling activity. Altogether, these results suggest native bird populations are at risk in all of the habitats studied, but forests serve as a potential refuge. © 2017 ZoBell and Furnas.",Article,Scopus,0.619878383,NA,NA,NA,NA,NA,,,,,62,NA
60,2-s2.0-84985370822,64,64,Lincoln G.A.,57191002831;,Bird counts either side of Wallace's Line,1975,Journal of Zoology,10.1111/j.1469-7998.1975.tb02238.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985370822&doi=10.1111%2fj.1469-7998.1975.tb02238.x&partnerID=40&md5=1de7aca275179c9655dd12db67f8e063,"Bird counts were made on the islands of Java, Bali, Lombok and Sumbawa during a 16 day study in September 1973 in order to compare bird populations either side of Wallace's Line (running between Bali and Lombok). Evidence was collected which showed that the two westerly islands of Java and Bali share a relatively similar bird fauna, but this differs noticeably from the bird life found more to the east. The conspicuous faunal break which occurs between Bali and Lombok appears to represent a transition from a rich fauna associated with the large continental island of Java, to a somewhat impoverished fauna of the outlying oceanic islands. Marked differences in habitat on the four islands were considered to be primarily important in dictating this change. Using frequency and abundance estimates for the different bird families it was shown that Java and Bali have a preponderance of Oriental (Asian) birds while Lombok and Sumbawa have more conspicuous Australian elements. However, when the presence or absence of species or families alone are considered all four islands have more Oriental types. It seems that a small range of Australian species including honey eaters, wood swallows, zebra finches and parrots are relatively abundant on Lombok and Sumbawa, and are a sufficiently conspicuous feature of the fauna east of Wallace's Line to impress the visitor that he has entered Australasia. The bird counts illustrate some of the changes originally described by A. R. Wallace (1860). Copyright © 1975, Wiley Blackwell. All rights reserved",Article,Scopus,0.616250865,NA,NA,NA,NA,NA,,,,,65,NA
49,2-s2.0-84867590101,58,58,"Lauria V., Attrill M.J., Pinnegar J.K., Brown A., Edwards M., Votier S.C.",8132459900;7004262163;6603881869;7408338341;57203800765;6602631908;,Influence of Climate Change and Trophic Coupling across Four Trophic Levels in the Celtic Sea,2012,PLoS ONE,10.1371/journal.pone.0047408,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867590101&doi=10.1371%2fjournal.pone.0047408&partnerID=40&md5=6ddb78292fd403ce55c25b6b15236140,"Climate change has had profound effects upon marine ecosystems, impacting across all trophic levels from plankton to apex predators. Determining the impacts of climate change on marine ecosystems requires understanding the direct effects on all trophic levels as well as indirect effects mediated by trophic coupling. The aim of this study was to investigate the effects of climate change on the pelagic food web in the Celtic Sea, a productive shelf region in the Northeast Atlantic. Using long-term data, we examined possible direct and indirect 'bottom-up' climate effects across four trophic levels: phytoplankton, zooplankton, mid-trophic level fish and seabirds. During the period 1986-2007, although there was no temporal trend in the North Atlantic Oscillation index (NAO), the decadal mean Sea Surface Temperature (SST) in the Celtic Sea increased by 0.66±0.02°C. Despite this, there was only a weak signal of climate change in the Celtic Sea food web. Changes in plankton community structure were found, however this was not related to SST or NAO. A negative relationship occurred between herring abundance (0- and 1-group) and spring SST (0-group: p = 0.02, slope = -0.305±0.125; 1-group: p = 0.04, slope = -0.410±0.193). Seabird demographics showed complex species-specific responses. There was evidence of direct effects of spring NAO (on black-legged kittiwake population growth rate: p = 0.03, slope = 0.0314±0.014) as well as indirect bottom-up effects of lagged spring SST (on razorbill breeding success: p = 0.01, slope = -0.144±0.05). Negative relationships between breeding success and population growth rate of razorbills and common guillemots may be explained by interactions between mid-trophic level fish. Our findings show that the impacts of climate change on the Celtic Sea ecosystem is not as marked as in nearby regions (e.g. the North Sea), emphasizing the need for more research at regional scales. © 2012 Lauria et al.",Article,Scopus,0.615410298,NA,NA,NA,NA,NA,,,,,59,NA
72,2-s2.0-85046082402,30,30,"Champagnon J., Lebreton J.-D., Drummond H., Anderson D.J.",35573090200;7102957083;7005501295;57201694468;,Pacific Decadal and El Niño oscillations shape survival of a seabird,2018,Ecology,10.1002/ecy.2179,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046082402&doi=10.1002%2fecy.2179&partnerID=40&md5=4cb965bd0bf81afe2dd3422f4dc0ebeb,"Understanding and modeling population change is urgently needed to predict effects of climate change on biodiversity. High trophic-level organisms are influenced by fluctuations of prey quality and abundance, which themselves may depend on climate oscillations. Modeling effects of such fluctuations is challenging because prey populations may vary with multiple climate oscillations occurring at different time scales. The analysis of a 28-yr time series of capture–recapture data of a tropical seabird, the Nazca Booby (Sula granti), in the Galápagos, Ecuador, allowed us to test for demographic effects of two major ocean oscillations occurring at distinct time-scales: the inter-annual El Niño Southern Oscillation (ENSO) and inter-decadal oscillations. As expected for a tropical seabird, survival of fledgling birds was highly affected by extreme ENSO events; by contrast, neither recruitment nor breeding participation were affected by either ENSO or decadal oscillations. More interesting, adult survival, a demographic trait that canalizes response to environmental variations, was unaffected by inter-annual ENSO oscillations yet was shaped by the Pacific Decadal Oscillation and small pelagic fish regime. Adult survival decreased during oceanic conditions associated with higher breeding success, an association probably mediated in this species by costs of reproduction that reduce survival when breeding attempts end later. To our knowledge, this is the first study suggesting that survival of a vertebrate can be vulnerable to a natural multidecadal oscillation. © 2018 by the Ecological Society of America",Article,Scopus,0.615236944,NA,NA,NA,NA,NA,,,,,31,NA
19,2-s2.0-0041923677,68,68,"Gjerdrum C., Vallée A.M.J., St. Clair C.C., Bertram D.F., Ryder J.L., Blackburn G.S.",9532782700;36831585200;15031315600;7006172656;7102793663;7201722694;,Tufted puffin reproduction reveals ocean climate variability,2003,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1133383100,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041923677&doi=10.1073%2fpnas.1133383100&partnerID=40&md5=da6d0d1d648db49fa1bd4f2a07945e58,"Anomalously warm sea-surface temperatures (SSTs) are associated with interannual and decadal variability as well as with long-term climate changes indicative of global warming. Such oscillations could precipitate changes in a variety of oceanic processes to affect marine species worldwide. As global temperatures continue to rise, it will be critically important to be able to predict the effects of such changes on species' abundance, distribution, and ecological relationships so as to identify vulnerable populations. Off the coast of British Columbia, warm SSTs have persisted through the last two decades. Based on 16 years of reproductive data collected between 1975 and 2002, we show that the extreme variation in reproductive performance exhibited by tufted puffins (Fratercula cirrhata) was related to changes in SST both within and among seasons. Especially warm SSTs corresponded with drastically decreased growth rates and fledging success of puffin nestlings. Puffins may partially compensate for within-season changes associated with SST by adjusting their breeding phenology, yet our data also suggest that they are highly vulnerable to the effects of climate change at this site and may serve as a valuable indicator of biological change in the North Pacific. Further and prolonged increases in ocean temperature could make Triangle Island, which contains the largest tufted puffin colony in Canada, unsuitable as a breeding site for this species.",Article,Scopus,0.606885525,NA,NA,NA,NA,NA,,,,,69,NA
37,2-s2.0-77955866135,35,35,"Paiva V.H., Xavier J., Geraldes P., Ramirez I., Garthe S., Ramos J.A.",12767771900;7007007279;56601747700;8210287900;7004013864;35270086800;,Foraging ecology of Cory's shearwaters in different oceanic environments of the North Atlantic,2010,Marine Ecology Progress Series,10.3354/meps08617,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955866135&doi=10.3354%2fmeps08617&partnerID=40&md5=6bc3b494896ce887c25da90f5df5c021,"The use of stable isotopes of animal tissues to infer diet and habitat selection has emerged as a powerful tool, particularly when combined with conventional dietary analysis to provide an integrated view of the assimilated diet. We used 3 techniques during 3 yr (2006 to 2008) on 6 different populations of Cory's shearwaters Calonectris diomedea), ranging from neritic (Berlengas archipelago) to oceanic areas (Azores, Desertas and Selvagens archipelagos), to evaluate the trophic and foraging ecology of this species over the North Atlantic. We deployed data loggers to track foraging movements and feeding locations, and collected blood and diet samples from each individual after each foraging excursion. We also measured the isotopic signatures of the main prey species for each population. Analysis of stomach regurgitations showed that Trachurus picturatus was the main prey for populations exploiting oceanic environments (Azores and Desertas); Sardina pilchardus and Belone belone dominated the diet of birds feeding in neritic areas (Berlengas); and Trachurus trachurus, Scomber sp. and Exocoetus volitans were important for birds exploiting both neritic and oceanic areas (Selvagens). Cephalopods (squid) were important for all populations. The birds' blood δ13C signatures matched those of their main prey items. The blood δ13C signature was negatively correlated with the latitude of the main feeding locations of individuals and segregated populations exploiting neritic and shelf systems from those feeding in oceanic and seamount areas. Even the signatures of geographically different populations that fed in the same oceanic regions were similar. The δ15N signature was negatively correlated with the abundance of cephalopods in the diet. Results from a stable isotopic mixing model estimated higher proportions of cephalopods in the birds' diet than proportions obtained by direct diet inferences, presumably due to the advanced digestion stage of cephalopods in the regurgitations. Our findings should have broader relevance to the study of foraging ecology of other top marine predators in the north Atlantic region. Copyright © Inter-Research 2010.",Article,Scopus,0.59521548,NA,NA,NA,NA,NA,,,,,36,NA
51,2-s2.0-84890805175,31,31,"Hervías S., Oppel S., Medina F.M., Pipa T., Díez A., Ramos J.A., Ruiz de Ybáñez R., Nogales M.",55279726100;55919225000;7101954537;55279674000;55919017500;35270086800;6603219233;7003555503;,Assessing the impact of introduced cats on island biodiversity by combining dietary and movement analysis,2014,Journal of Zoology,10.1111/jzo.12082,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890805175&doi=10.1111%2fjzo.12082&partnerID=40&md5=c2e561923da68f0d3ab5331fb6f65c50,"Populations of feral (not owned by humans) and domestic cats Felis catus coexist in most inhabited islands, and they have similar impacts on native species. Feral cats are generally believed to vary their diet according to prey availability; however, no previous studies of diet have tested this hypothesis on insular ecosystems with a limited range of available prey. Because domestic cats kill prey independently of hunger, the spatial extent of their impact on wildlife will be influenced by home-range size. In this study, we combined dietary information with cat movements to assess the impacts of feral and domestic cats on island biodiversity. We quantified the diet of cats from scat samples collected across one year and tested whether diet varies by season. The abundance of main prey categories was also estimated to document seasonal variation in prey availability for cats. Finally, we tracked domestic cats by global positioning system units in all four seasons to examine whether home-range patterns varied seasonally. The diet of cats constituted three prey groups (rodents, birds and invertebrates), and the seasonal variation in consumption of each taxon matched the seasonal variation in prey availability, thus supporting the generalist behaviour of cats on oceanic islands. Roaming behaviour varied among individuals and across seasons, but could not be explained by availability of prey. Unconfined cats had larger home-ranges than confined cats, but most domestic cats strayed <1km from home. Thus, confinement of domestic cats might reduce the spatial extent of cat impact on native prey populations on oceanic islands. © 2013 The Zoological Society of London.",Article,Scopus,0.589121745,NA,NA,NA,NA,NA,,,,,32,NA
18,2-s2.0-0041920495,33,33,"Quist M.C., Guy C.S., Schultz R.D., Stephen J.L.",7004334030;7102390199;7401556727;7101892255;,Latitudinal comparisons of walleye growth in North America and factors influencing growth of walleyes in Kansas reservoirs,2003,North American Journal of Fisheries Management,10.1577/M02-050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041920495&doi=10.1577%2fM02-050&partnerID=40&md5=efa5d3bc4bf75f1d93e6e99a8fc31610,"We compared the growth of walleyes Stizostedion vitreum in Kansas to that of other populations throughout North America and determined the effects of the abundance of gizzard shad Dorosoma cepedianum and temperature on the growth of walleyes in Kansas reservoirs. Age was estimated from scales and otoliths collected from walleyes (N = 2,072) sampled with gill nets from eight Kansas reservoirs during fall in 1991-1999. Age-0 gizzard shad abundance was indexed based on summer seining information, and temperature data were obtained from the National Oceanic and Atmospheric Administration. Parameter estimates of von Bertalanffy growth models indicated that the growth of walleyes in Kansas was more similar to that of southern latitude populations (e.g., Mississippi and Texas) than to that of northern (e.g., Manitoba, Minnesota and South Dakota) or middle latitude (e.g., Colorado and Iowa) populations. Northern and middle latitude populations had lower mean back-calculated lengths at age 1, lower growth coefficients, and greater longevity than southern and Kansas populations. A relative growth index (RGI; [Lt/Ls ] × 100, where Lt is the observed length at age and Ls is the age-specific standard length derived from a pooled von Bertalanffy growth model) and standardized percentile values (percentile values of mean back-calculated lengths at age) indicated that the growth of walleyes in Kansas was above average compared with that of other populations in North America. The annual growth increments of Kansas walleyes were more variable among years than among reservoirs. The growth increments of age-0 and age-1 walleyes were positively related to the catch rates of gizzard shad smaller than 80 mm, whereas the growth of age-2 and age-3 walleyes was inversely related to mean summer air temperature. Our results provide a framework for comparing North American walleye populations, and our proposed RGI provides a simple, easily interpreted index of growth.",Article,Scopus,0.582638576,NA,NA,NA,NA,NA,,,,,34,NA
24,2-s2.0-20444436679,45,45,"Borges P.A.V., Aguiar C., Amaral J., Amorim I.R., André G., Arraiol A., Baz A., Dinis F., Enghoff H., Gaspar C., Ilharco F., Mahnert V., Melo C., Pereira F., Quartau J.A., Ribeiro S.P., Ribes J., Serrano A.R.M., Sousa A.B., Strassen R.Z., Vieira L., Vieira V., Vitorino A., Wunderlich J.",7003533390;8502494200;7006641502;36092499800;8654308700;8654308800;7102661075;8654309100;6603043228;35758930300;14013420000;6603667274;8502493900;8654309800;6602294496;55664656300;8654310100;7102040219;8654310300;8654310400;57197674109;7006689386;8654310700;7005793927;,Ranking protected areas in the Azores using standardised sampling of soil epigean arthropods,2005,Biodiversity and Conservation,10.1007/s10531-004-4283-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-20444436679&doi=10.1007%2fs10531-004-4283-y&partnerID=40&md5=59293550fe124d9282fef01b93499643,"Nineteen areas in seven of the nine Azorean islands were evaluated for species diversity and rarity based on soil epigean arthropods. Fifteen out of the 19 study areas are managed as Natural Forest Reserves and the remaining four were included due to their importance as indigenous forest cover. Four of the 19 areas are not included in the European Conservation network, NATURA 2000. Two sampling replicates were run per study area, and a total of 191 species were collected; 43 of those species (23%) are endemic to the archipelago and 12 have yet to be described. To produce an unbiased multiple-criteria index (importance value for conservation, IV-C) incorporating diversity and rarity based indices, an iterative partial multiple regression analysis was performed. In addition, an irreplaceability index and the complementarity method (using both optimisation and heuristic methods) were used for priority-reserves analyses. It was concluded that at least one well-managed reserve per island is absolutely necessary to have a good fraction of the endemic arthropods preserved. We found that for presence/absence data the suboptimal complementarity algorithm provides solutions as good as the optimal algorithm. For abundance data, optimal solutions indicate that most reserves are needed if we want that at least 50% of endemic arthropod populations are represented in a minimum set of reserves. Consistently, two of the four areas not included in the NATURA 2000 framework were considered of high priority, indicating that vascular plants and bird species used to determine NATURA 2000 sites are not good surrogates of arthropod diversity in the Azores. The most irreplaceable reserves are those located in older islands, which indicates that geological history plays an important role in explaining faunal diversity of arthropods in the Azores. Based both on the uniqueness of species composition and high species richness, conservation efforts should be focused on the unmanaged Pico Alto region in the archipelago's oldest island, Santa Maria. © Springer 2005.",Article,Scopus,0.578133725,NA,NA,NA,NA,NA,,,,,46,NA
29,2-s2.0-33744527473,50,50,"Ballance L.T., Pitman R.L., Fiedler P.C.",6602421898;7103016066;7006897537;,Oceanographic influences on seabirds and cetaceans of the eastern tropical Pacific: A review,2006,Progress in Oceanography,10.1016/j.pocean.2006.03.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744527473&doi=10.1016%2fj.pocean.2006.03.013&partnerID=40&md5=85ef8891d7f83be82733eef4415f45ca,"This paper is part of a comprehensive review of the oceanography of the eastern tropical Pacific, the oceanic region centered on the eastern Pacific warm pool, but also including the equatorial cold tongue and equatorial current system, and summarizes what is known about oceanographic influences on seabirds and cetaceans there. The eastern tropical Pacific supports on the order of 50 species of seabirds and 30 species of cetaceans as regular residents; these include four endemic species, the world's largest populations for several others, three endemic sub-species, and a multi-species community that is relatively unique to this ecosystem. Three of the meso-scale physical features of the region are particularly significant to seabirds and cetaceans: the Costa Rica Dome for blue whales and short-beaked common dolphins, the Equatorial Front for planktivorous seabirds, and the countercurrent thermocline ridge for flocking seabirds that associate with mixed-species schools of spotted and spinner dolphins and yellowfin tuna. A few qualitative studies of meso- to macro-scale distribution patterns have indicated that some seabirds and cetaceans have species-specific preferences for surface currents. More common are associations with distinct water masses; these relationships have been quantified for a number of species using several different analytical methods. The mechanisms underlying tropical species-habitat relationships are not well understood, in contrast to a number of higher-latitude systems. This may be due to the fact that physical variables have been used as proxies for prey abundance and distribution in species-habitat research in the eastern tropical Pacific. Though seasonal and interannual patterns tend to be complex, species-habitat relationships appear to remain relatively stable over time, and distribution patterns co-vary with patterns of preferred habitat for a number of species. The interactions between seasonal and interannual variation in oceanographic conditions with seasonal patterns in the biology of seabirds and cetaceans may account for some of the complexity in species-habitat relationship patterns. Little work has been done to investigate effects of El Niño-Southern Oscillation cycles on cetaceans, and results of the few studies focusing on oceanic seabirds are complex and not easy to interpret. Although much has been made of the detrimental effects of El Niño events on apex predators, more research is needed to understand the magnitude, and even direction, of these effects on seabirds and cetaceans in space and time. © 2006 Elsevier Ltd. All rights reserved.",Article,Scopus,0.576616699,NA,NA,NA,NA,NA,,,,,51,NA
45,2-s2.0-80051994216,44,44,"Kohler S.A., Connan M., Hill J.M., Mablouké C., Bonnevie B., Ludynia K., Kemper J., Huisamen J., Underhill L.G., Cherel Y., McQuaid C.D., Jaquemet S.",26436338800;8595977700;24779345800;48361540300;6603231204;8971232400;7005896327;6507129419;9636921200;7006288139;7005808952;6508312444;,"Geographic variation in the trophic ecology of an avian rocky shore predator, the African black oystercatcher, along the southern African coastline",2011,Marine Ecology Progress Series,10.3354/meps09215,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051994216&doi=10.3354%2fmeps09215&partnerID=40&md5=80799bbbc939881ca50724030ad47d2b,"The reflection of baseline isotopic signals along marine food chains up to higher trophic levels has been widely used in the study of oceanic top predators but rarely for intertidal predators. We investigated variation in the ä 13C and ä 15N ratios of a sedentary, rocky shore predator, the African black oystercatcher Haematopus moquini, over ~2000 km of the southern African coastline, which is characterized by strong biogeographic patterns in primary productivity and intertidal communities. Blood and feathers from breeding adults and chicks and muscle tissues from primary prey items (mussels and limpets) were sampled between southern Namibia and the southeast coast of South Africa. 15N enrichment was observed between the southeast and west coasts in oystercatcher tissues and their prey, mirroring an isotope shift between the oligotrophic Agulhas Current on the east coast and the eutrophic Benguela upwelling system on the west coast. Oystercatcher blood showed ä13C values that varied between those of the carbon-depleted mussels and the carbon-enriched limpets along the coastline, which reflected changes in the proportion of grazers and filter feeders in the oystercatcher diet across the sampling range. The geographic shift in diet, dominated by mussels on the west coast and composed of mixed proportions of mussels and limpets on the southeast coasts, strongly reflected regionally high abundances of the invasive Mediterranean mussel Mytilus galloprovincialis. Finally, isotope signatures of blood and feathers displayed a strong correlation throughout the study area, indicating seasonal stability in environmental conditions and feeding habits of the adults. There were, however, local discrepancies on the south coast that indicated movement of adults occurred outside the breeding season possibly in response to a lower abundance of food in this region. Overall, the results indicate that the influence of regional oceanic conditions on the base of the food web can penetrate to the predator level, but that local effects can be incorporated within this pattern. © Inter-Research 2011.",Article,Scopus,0.571155297,NA,NA,NA,NA,NA,,,,,45,NA
38,2-s2.0-77956194647,36,36,"Raymond B., Shaffer S.A., Sokolov S., Woehler E.J., Costa D.P., Einoder L., Hindell M., Hosie G., Pinkerton M., Sagar P.M., Scott D., Smith A., Thompson D.R., Vertigan C., Weimerskirch H.",35307743400;35263052300;7202853712;55895022100;24346625300;14035554600;7003704772;7004432729;7003793212;7102936664;14322157300;55740280000;55316299800;36199040200;56213156300;,Shearwater foraging in the Southern Ocean: The roles of prey availability and winds,2010,PLoS ONE,10.1371/journal.pone.0010960,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956194647&doi=10.1371%2fjournal.pone.0010960&partnerID=40&md5=75a19e484d3068e40033d0589bb3da5b,"Background: Sooty (Puffinus griseus) and short-tailed (P. tenuirostris) shearwaters are abundant seabirds that range widely across global oceans. Understanding the foraging ecology of these species in the Southern Ocean is important for monitoring and ecosystem conservation and management. Methodology/Principal Findings: Tracking data from sooty and short-tailed shearwaters from three regions of New Zealand and Australia were combined with at-sea observations of shearwaters in the Southern Ocean, physical oceanography, nearsurface copepod distributions, pelagic trawl data, and synoptic near-surface winds. Shearwaters from all three regions foraged in the Polar Front zone, and showed particular overlap in the region around 140°E. Short-tailed shearwaters from South Australia also foraged in Antarctic waters south of the Polar Front. The spatial distribution of shearwater foraging effort in the Polar Front zone was matched by patterns in large-scale upwelling, primary production, and abundances of copepods and myctophid fish. Oceanic winds were found to be broad determinants of foraging distribution, and of the flight paths taken by the birds on long foraging trips to Antarctic waters. Conclusions/Significance: The shearwaters displayed foraging site fidelity and overlap of foraging habitat between species and populations that may enhance their utility as indicators of Southern Ocean ecosystems. The results highlight the importance of upwellings due to interactions of the Antarctic Circumpolar Current with large-scale bottom topography, and the corresponding localised increases in the productivity of the Polar Front ecosystem. © 2010 Raymond et al.",Article,Scopus,0.569686661,NA,NA,NA,NA,NA,,,,,37,NA
1,2-s2.0-0000123777,48,48,"Gutzwiller K.J., Anderson S.H.",6603823860;7404216254;,"Interception of moving organisms: influences of patch shape, size, and orientation on community structure",1992,Landscape Ecology,10.1007/BF00129707,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000123777&doi=10.1007%2fBF00129707&partnerID=40&md5=4f3973416e6f479562dcb6ab1b1483f4,"Island biogeographers have predicted that in oceanic systems, oblong islands oriented perpendicular to the dispersal paths of organisms should intercept more species and individuals than (1) circular islands of the same size, and (2) oblong islands of equal area oriented parallel to the direction of travel. Landscape ecologists expect similar relations with habitat patches in a terrestrial matrix. Yet in neither situation is there adequate empirical information to permit conclusions about the prevalence of such effects. To test the hypothesis that intercept-related patch variables influence community structure on the landscape scale, we studied relations between the richness and abundance of cavity-nesting birds and patch shape, size, and orientation relative to a northerly migration path. The influences of other patch features on nest abundances were removed analytically. Multiple regression indicated that the mean and total number of nesting species, and nest abundances for migrants were significantly associated with patch orientation or a patch area x orientation interaction, but not patch shape. Nest abundances for permanent residents were not associated with patch shape or orientation, although area effects, possibly reflecting dispersal interception, were evident. These results are consistent with the hypothesis that stochastic interception of migrating or dispersing organisms influences patch community structure. In addition to richness and abundance effects apparent in this analysis, the sex ratio, age structure, growth rate, social structure, and genetic features of patch populations may also be influenced. The interception of moving organisms by patches may thus be a key factor influencing population and community persistence in reserves. If so, landscape structure could be manipulated to maximize the interception of dispersing or migrating organisms, or minimize it if the effects are undesirable. © 1992 SPB Academic Publishing bv.",Article,Scopus,0.568742174,NA,NA,NA,NA,NA,,,,,49,NA
39,2-s2.0-77958155873,27,27,"Garcia-Del-Rey E., Otto R., Fernández-Palacios J.M., Muñoz P.G., Gil L.",8630621400;12759818900;6603739965;35086447900;7102630236;,"Effects of wildfire on endemic breeding birds in a Pinus canariensis Forest of Tenerife, Canary Islands",2010,Ecoscience,10.2980/17-3-3321,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958155873&doi=10.2980%2f17-3-3321&partnerID=40&md5=d7030ec37394f9c2f265eced4e3b15c5,"Fire is a key ecological force in pine forests worldwide, and faunal responses to this disturbance have been a major topic of ecology, yet little is known for oceanic island environments. Using line transects we surveyed the bird community of a natural Pinus canariensis forest burned in the summer of 2007 on Tenerife, Canary Islands, Spain. Our goal was to identify important environmental variables and the thresholds that influenced the pattern of bird abundance at the community, foraging guild, and species-specific level. Models were constructed by means of regression trees and cross validation applying the 1-SE rule. Mixed results were observed and only 2 species were clearly affected by fire severity. Overall, total bird abundance, total species richness, and total bird diversity were positively influenced by low, very low, and moderate canopy fire severity, respectively, and the presence of either Erica or Myrica shrubs. Consequently, high canopy fire severity had an overall negative effect on bird community characteristics. Abundance of Myrica shrubs affected positively general ground foragers such as common blackbird (Turdus merula cabrerae) and Canary Islands chiffchaff (Phylloscopus canariensis), a canopy forager. The number of thin trees was important for canopy foragers such as goldcrest (Regulus regulus teneriffae) and African blue tit (Cyanistes teneriffae teneriffae), but also for a bark forager, the great spotted woodpecker (Dendrocopos major canariensis). European robin (Erithacus rubecula superbus) and the ubiquitous endemic blue chaffinch (Friugilla teydea teydea) were influenced by low and moderate canopy fire severity, respectively. We recommend that land managers incorporate these results into future post-fire management plans. Priority post-fire actions should be directed toward the protection and conservation of the endemic blue chaffinch, a species of conservation concern on the nearby island of Gran Canaria.",Article,Scopus,0.551017337,0,NA,NA,15,NA,0,15,,,28,NA
