"","EID","X__1","Authors","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract","Document Type","Access Type","Source","p","Relevance_std","Relevance_ranked","X__2","Timespan_std","Timespan_ranked","Scopus_index","Present_in_training_docs"
"44","2-s2.0-84898288735",40,"Kuvlesky Jr. W.P.","6507300353;","Effects of quail management on other wildlife",2007,"Texas quails: Ecology and management",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898288735&partnerID=40&md5=dd07f57a464fa986d823d97e81f8815b","Quail can be considered an economic keystone species in many parts of Texas. Their economic and social importance to landowners lies in the landowners' potential to derive substantially more income from leasing access for quail hunting than from raising livestock. Moreover, quail hunters have begun to purchase property that was formerly used for cattle or timber production, with the express purpose of maximizing quail production. A variety of habitat management techniques are being applied on these properties to create vegetation structure that provides usable habitat space for bobwhites. Land management for bobwhite production is fast becoming a reality throughout Texas. People who are interested in wildlife species that have habitat requirements similar to those of quails should embrace this development. Webb and Guthery (1983) and Gruver and Guthery (1986) concluded that bobwhite habitat management applied to Texas rangelands also improved habitat for nongame birds. The research cited in this chapter also provides reasonably strong evidence that habitat management performed for quail production benefi ts both small- and large-mammal populations. Therefore, carefully planned quail habitat management that is applied in the appropriate manner will probably benefi t native fl ora and fauna communities in most parts of Texas because quail management emphasizes maximizing habitat diversity. Self-sustaining nongame bird and small-mammal communities, as well as large wildmammal populations, should all fl ourish on rangelands managed for quails. Bobwhites are grassland birds that require habitats composed of about 65- 75 percent herbaceous habitat and 25- 35 percent woody cover. The herbaceous plant community should be composed of a diversity of forbs and grasses that provide suffi cient food as well as foraging, nesting, brooding, escape, and thermal cover. Similarly, the woody plant community should also be composed of a diversity of plants that provide additional food in the form of mast as well as thermal and escape cover. Woody cover should be interspersed throughout herbaceous plant communities in a manner that ensures that a quail does not have to move more than 60- 80 meters (54- 72 yards) to fi nd woody cover. These vegetation conditions will provide habitat that generally supports diverse and abundant native bird and small-mammal communities, as well as healthy populations of predators and popular game mammals such as white-tailed deer, javelinas, and feral hogs. Quail habitat requirements can be provided on rangelands by applying a number of habitat management techniques. Research has demonstrated that mechanical techniques such as roller-chopping and chaining, herbicide applications, and prescribed fi re, as well as grazing, can all be utilized to provide good quail habitat conditions on rangelands. In fact, a combination of these techniques, such as roller-chopping followed by prescribed burning, or herbicide treatment followed by prescribed burning, will usually create and maintain better habitat conditions for quails than a single technique. Ranchers and quail managers therefore have a great deal of fl exibility in choosing habitat management techniques that will provide the best quail habitat conditions for their individual operations. Fortunately, numerous research projects have indicated that most of the habitat improvement techniques utilized to improve landscapes for quails also benefi t nontarget wildlife populations. Grassland birds in particular represent a declining avian guild that could benefi t signifi cantly as quail habitat management continues to increase on Texas rangelands. Quail management in the forests of East Texas will also likely benefi t nontarget wildlife populations. Recent research has demonstrated that midstory hardwood-removal techniques, such as thinning and girdling and herbicide application followed by prescribed burns ignited in the spring two to three years posttreatment, can be used to restore longleaf pine forests in a manner that benefi ts native bird populations. Other studies have shown that native wildlife populations can also benefi t from eff orts to improve pine forest composed of fast-growing species, though the composition and abundance of bird communities remain diff erent from those of native bird communities of longleaf pine forests. Nevertheless, the commercial pine forests that dominate most of East Texas are capable of supporting diverse native fauna communities when they are managed for bobwhites. The local and regional abundance of numerous species of Neotropical migratory birds, which have been declining in recent years, could improve if more acreage in East Texas and the Southeast are managed for bobwhites. In addition, forest communities of small mammals, white-tailed deer, and feral hogs would also probably benefi t from bobwhite management of pinelands. Nontarget wildlife species that require woody cover would likely decline on rangelands and forests managed for quail production. Anytime that vegetation communities undergo dramatic alteration, populations of a few species suff er and decline. Trade-off s are inevitable and unavoidable. However, most of the bird and mammal species that decline as a result of quail management are species that responded positively to destructive land management practices that ruined the native rangeland and forest ecosystems in Texas. Restoring these ecosystems by applying habitat management that creates vegetation communities pre-ferred by quails simultaneously encourages restoration of native fauna populations, generally resulting in a more diverse and abundant vertebrate community. Most of the rangeland ecosystems in Texas that support or historically supported quail populations have deteriorated over the past 150 years as a result of overgrazing, exotic plant invasions, urbanization, and other disturbances. Similarly, the longleaf pine forests that once dominated the uplands of East Texas are now reduced to small, highly fragmented remnant stands. They have been replaced by commercial forests composed of fast-growing pine species managed in a manner that maximizes profi ts for timber companies at the expense of wildlife. Native bird and mammal abundance and diversity in these commercial forests are poor and generally remain in this condition as long as traditional silviculture is observed. Consequently, good quail management of rangelands and pinelands is a superior alternative to traditional land management practices because the vegetation communities created and maintained for quails support more abundant and diverse wildlife communities than do the overgrazed, brush- and exotic grass- infested pastures and intensively managed commercial pine plantations. The increasing popularity of quails in Texas represents a genuine benefi t to nontarget wildlife species. As more of Texas is improved for quails, more of Texas will be improved for native wildlife. Copyright © 2007 by Leonard Alfred Brennan Manufactured in the United States of America All rights reserved.","Book Chapter",NA,"Scopus",0.551194899882283,NA,NA,NA,NA,NA,41,NA
"45","2-s2.0-84898887713",17,"Rich L.N., Kelly M.J., Sollmann R., Noss A.J., Maffei L., Arispe R.L., Paviolo A., De Angelo C.D., Di Blanco Y.E., Di Bitetti M.S.","55307851400;7403314586;25961045700;6701409464;8629996000;15043820400;25230360200;24170980700;24170743400;6602146978;","Comparing capture-recapture, mark-resight, and spatial mark-resight models for estimating puma densities via camera traps",2014,"Journal of Mammalogy","10.1644/13-MAMM-A-126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898887713&doi=10.1644%2f13-MAMM-A-126&partnerID=40&md5=44ca6c4038d68280d2d6af2868a17537","Camera-trapping surveys, in combination with traditional capture-recapture or spatially explicit capture-recapture techniques, have become popular for estimating the density of individually identifiable carnivores. When only a portion of the population is uniquely identifiable, traditional and spatial mark-resight models provide a viable alternative. We reanalyzed a data set that used photographic capture-recapture methods to estimate the densities of pumas (Puma concolor) across 3 study sites in Belize, Argentina, and Bolivia using newer, more-Advanced modeling including spatial and nonspatial mark-resight techniques. Additionally, we assessed how photo identification influenced density estimates by comparing estimates based on capture histories constructed by 3 independent investigators. We estimated the abundances of pumas using mark-resight models in program MARK and then estimated densities ad hoc. We also estimated densities directly using spatial mark-resight models implemented in a Bayesian framework. Puma densities did not vary substantially among observers but estimates generated from the 3 statistical techniques did differ. Density estimates (pumas/100 km2) from spatial mark-resight models were lower (0.22-7.92) and had increased precision compared to those from nonspatial capture-recapture (0.50-19.35) and mark-resight techniques (0.54-14.70). Our study is the 1st to estimate the density of a population of carnivores, where only a subset of the individuals are naturally marked, using camera-trapping surveys in combination with spatial mark-resight models. The development of spatial mark-resight and spatially explicit capture-recapture techniques creates the potential for using a single camera-trapping array to estimate the density of multiple, sympatric carnivores, including both partially marked and uniquely marked species. © 2014 American Society of Mammalogists.","Article",NA,"Scopus",0.647758783661838,"0",NA,NA,15,NA,18,NA
"46","2-s2.0-84902344587",16,"Rosalino L.M., Martin P.S., Gheler-Costa C., Lopes P.C., Verdade L.M.","6506527252;55474853700;33567698100;55324125400;6603317627;","Neotropical small mammals' diversity in the early cycle of commercial Eucalyptus plantations",2014,"Agroforestry Systems","10.1007/s10457-014-9702-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902344587&doi=10.1007%2fs10457-014-9702-9&partnerID=40&md5=969b8472485cf3c842467c0945911f12","Studies carried out in Brazil revealed that Eucalyptus plantations shelter numerous species of small-size non-flying mammals. However, their distribution pattern inside the Eucalyptus plantations remains unknown. This study aimed at the identification of possible influence of distances from the remaining native revegetation areas and riparian systems, on spatial distribution and abundance of small-size mammals in Eucalyptus plantations. This study was carried at Eucalyptus stands recently planted (0-3 years) at the municipality of Angatuba, Sao Paulo state, Brazil between August 2007 and July 2009. The survey was carried out using pitfall traps at 14 sampling units inside Eucalyptus plantations 60-1130 m away from the borders. With a sampling effort of 2,449 bucket night, the experiment captured 680 individuals belonging to 12 species of small-size mammals (rodents and marsupials). The colonization process of Eucalyptus plantations was apparently initiated by generalist species from open Cerrado. In the present study, we did not find any clear correlation between specific richness and abundance of individuals and the distance from native revegetation areas or closer riparian systems. The study suggests that Eucalyptus plantations are permeable matrices to, at least, more generalist species present in the silvicultural landscapes (i.e. composed by an Eucalyptus plantation as the matrix and native vegetation patches). However, further studies must prioritize analyzing the influence of agricultural/sivilcultural practices (e.g., plantation structure and harvest frequency) on habitat quality and carrying capacity of agricultural/silvicultural landscape matrices, as well as implementing long-term monitoring programs to assess the impact of complete production cycles (some years) and along cycles of Eucalyptus plantations (some decades), on rodents population's diversity and dynamics patterns. © 2014 Springer Science+Business Media Dordrecht.","Article",NA,"Scopus",0.556856531447424,"1",NA,"Corrected unranked to 1, discusses trapping over 2 years, although in a plantation",15,NA,17,NA
"47","2-s2.0-84930678096",13,"Galetti M., Guevara R., Neves C.L., Rodarte R.R., Bovendorp R.S., Moreira M., Hopkins J.B., Yeakel J.D.","7004205870;55993730500;55745863400;55584178000;16062979700;35550134300;36634146200;20736014600;","Defaunation affect population and diet of rodents in Neotropical rainforests",2015,"Biological Conservation","10.1016/j.biocon.2015.04.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930678096&doi=10.1016%2fj.biocon.2015.04.032&partnerID=40&md5=2ef4302ddec8e982edcf5698f325dec3","Most tropical rainforests have been defaunated of large-bodied mammals and the cascading effects of such extirpations have been poorly studied, particularly on other animals. We used a natural experiment in the Brazilian Atlantic rainforest to investigate the ecological responses of rodents to the functional extinction of a dominant terrestrial mammal, the white-lipped peccary (Tayassu pecari). We detected a 45% increase in the abundance and a decrease in diversity of rodents in defaunated forests. Two of these species (Akodon montensis and Oligoryzomys nigripes) are important hosts of Hantavirus, a lethal virus for humans. Stable isotope ratios (δ13C and δ15N) derived from the hair of rodents and peccaries and their food resources indicate that at least two rodent species shifted to a diet more similar to peccaries in the defaunated forest. Because most tropical rainforests are facing dramatic extirpation of large mammals, we can expect changes in the composition and structure of small mammal communities with potential consequences for human health even in non-fragmented landscapes. © 2015 Elsevier Ltd.","Article",NA,"Scopus",0.504546107235237,"0",NA,"Mentions changes in abundance, not clear if through time or in different sites.",10,NA,14,NA
"48","2-s2.0-84940375126",15,"López-Aguirre C., Pérez-Torres J., Wilson L.A.B.","56662097500;24829693600;7403521601;","Cranial and mandibular shape variation in the genus Carollia (Mammalia: Chiroptera) from Colombia: Biogeographic patterns and morphological modularity",2015,"PeerJ","10.7717/peerj.1197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940375126&doi=10.7717%2fpeerj.1197&partnerID=40&md5=7dab130e772f54aeda8685f7732fbbf8","Neotropical bats of the genus Carollia are widely studied due to their abundance, distribution and relevance for ecosystems. However, the ecomorphological boundaries of these species are poorly differentiated, and consequently correspondence between their geographic distribution, ecological plasticity and morphological variation remains unclear. In this study, patterns of cranial and mandibular morphological variation were assessed for Carollia brevicauda, C. castanea and C. perspicillata from Colombia. Using geometric morphometrics, morphological variation was examined with respect to: differences in intraspecific variation, morphological modularity and integration, and biogeographic patterns. Patterns of intraspecific variation were different for each species in both cranial and mandibular morphology, with functional differences apparent according to diet. Cranial modularity varied between species whereas mandibular modularity did not. High cranial and mandibular correlation reflects Cranium-Mandible integration as a functional unit. Similarity between the biogeographic patterns in C. brevicauda and C. perspicillata indicates that the Andes do not act as a barrier but rather as an independent region, isolating the morphology of Andean populations of larger-bodied species. The biogeographic pattern for C. castanea was not associated with the physiography of the Andes, suggesting that large body size does not benefit C. brevicauda and C. perspicillata in maintaining homogeneous morphologies among populations. © 2015 López-Aguirre et al.","Article",NA,"Scopus",0.297545396417044,"0",NA,NA,10,NA,16,NA
"49","2-s2.0-84949626719",14,"Abad-Franch F., Lima M.M., Sarquis O., Gurgel-Gonçalves R., Sánchez-Martín M., Calzada J., Saldaña A., Monteiro F., Palomeque F., Santos W.S., Angulo V.M., Esteban L., Dias F.B.S., Diotaiuti L., Bar M.E., Gottdenker N.L.","6602000969;7202143388;6507520901;7801608318;16033452300;9436835700;6603680237;7006030716;6603131579;36446621500;6603048625;7003948581;20733885100;7003606891;7007159919;6506686924;","On palms, bugs, and Chagas disease in the Americas",2015,"Acta Tropica","10.1016/j.actatropica.2015.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949626719&doi=10.1016%2fj.actatropica.2015.07.005&partnerID=40&md5=c4f86512f19acbb395b95e50c9a190c7","Palms are ubiquitous across Neotropical landscapes, from pristine forests or savannahs to large cities. Although palms provide useful ecosystem services, they also offer suitable habitat for triatomines and for Trypanosoma cruzi mammalian hosts. Wild triatomines often invade houses by flying from nearby palms, potentially leading to new cases of human Chagas disease. Understanding and predicting triatomine-palm associations and palm infestation probabilities is important for enhancing Chagas disease prevention in areas where palm-associated vectors transmit T. cruzi. We present a comprehensive overview of palminfestation by triatomines in the Americas, combining a thorough reanalysis of our published and unpublished records with an in-depth review of the literature. We use site-occupancy modeling (SOM) to examine infestation in 3590 palms sampled with non-destructive methods, and standard statistics to describe and compare infestation in 2940 palms sampled by felling-and-dissection. Thirty-eight palm species (18 genera) have been reported to be infested by ~39 triatomine species (10 genera) from the USA to Argentina. Overall infestation varied from 49.1-55.3% (SOM) to 62.6-66.1% (dissection), with important heterogeneities among sub-regions and particularly among palm species. Large palms with complex crowns (e.g., Attalea butyracea, Acrocomia aculeata) and some medium-crowned palms (e.g.,Copernicia, Butia) are often infested; in slender, small-crowned palms (e.g., Euterpe) triatomines associate with vertebrate nests. Palm infestation tends to be higher in rural settings, but urban palms can also be infested. Most Rhodnius species are probably true palm specialists, where as Psammolestes, Eratyrus, Cavernicola, Panstrongylus, Triatoma, Alberprosenia, and some Bolboderini seem to use palms opportunistically. Palms provide extensive habitat for enzootic T. cruzi cycles and a critical link between wild cycles. © 2015 Elsevier B.V. All rights reserved.","Article",NA,"Scopus",0.373986778775992,"0",NA,"Corrected unranked to 0",10,NA,15,NA
"50","2-s2.0-84958576669",10,"Brigatti E., Vieira M.V., Kajin M., Almeida P.J.A.L., De Menezes M.A., Cerqueira R.","55988876100;7202140824;24504304100;35279094000;55665435800;7004127265;","Detecting and modelling delayed density-dependence in abundance time series of a small mammal (Didelphis aurita)",2016,"Scientific Reports","10.1038/srep19553","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958576669&doi=10.1038%2fsrep19553&partnerID=40&md5=6bb6cf16e27ff463bbdab79afd172934","We study the population size time series of a Neotropical small mammal with the intent of detecting and modelling population regulation processes generated by density-dependent factors and their possible delayed effects. The application of analysis tools based on principles of statistical generality are nowadays a common practice for describing these phenomena, but, in general, they are more capable of generating clear diagnosis rather than granting valuable modelling. For this reason, in our approach, we detect the principal temporal structures on the bases of different correlation measures, and from these results we build an ad-hoc minimalist autoregressive model that incorporates the main drivers of the dynamics. Surprisingly our model is capable of reproducing very well the time patterns of the empirical series and, for the first time, clearly outlines the importance of the time of attaining sexual maturity as a central temporal scale for the dynamics of this species. In fact, an important advantage of this analysis scheme is that all the model parameters are directly biologically interpretable and potentially measurable, allowing a consistency check between model outputs and independent measurements.","Article","Open Access","Scopus",0.451946227890166,"1",NA,"Mentions population time series, correct unranked class to 1",10,NA,11,NA
"51","2-s2.0-84958773010",11,"Giordano A.J.","36674971400;","Ecology and status of the jaguarundi Puma yagouaroundi: A synthesis of existing knowledge",2016,"Mammal Review","10.1111/mam.12051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958773010&doi=10.1111%2fmam.12051&partnerID=40&md5=bc6623e2b517cb6406139f4f4b3c3b66","The ecology of the jaguarundi is poorly known, so I reviewed the literature for all original data and remarks on jaguarundi observations, ecology, and behaviour, to synthesize what is known about the species. Jaguarundis occupy and use a range of habitats with dense undergrowth from northern Mexico to central Argentina, but may be most abundant in seasonal dry, Atlantic, gallery, and mixed grassland/agricultural forest landscapes. Jaguarundis are principally predators of small (sigmodontine) rodents, although other mammals, birds, and squamate reptiles are taken regularly. The vast majority of jaguarundi camera-trap records occurred during daylight hours (0600h-1800h); jaguaurndis are also predominantly terrestrial, although they appear to be capable tree climbers. Home range sizes for jaguarundis vary greatly, but most are ≤25km2; females' territories may be much smaller than or similar in size to those of males. Males may concentrate movements in one area before shifting to another and, as with other felids, intersexual overlap in habitat use appears to be common. Interference competition may be important in influencing the distribution and ecology of jaguarundis, although their diurnal habits may somewhat mitigate its effect. Conflict between humans and jaguarundis over small livestock may be widespread among rural human communities and is likely to be underreported. Despite this conflict, jaguarundis can persist in agriculturally modified landscapes and small forest fragments. Additional research on local jaguarundi populations from more areas should be a priority to determine the true status of the species. © 2016 The Mammal Society and John Wiley & Sons Ltd.","Review",NA,"Scopus",0.631959266146432,"0",NA,NA,10,NA,12,NA
"52","2-s2.0-84963865328",8,"Fragoso J.M.V., Levi T., Oliveira L.F.B., Luzar J.B., Overman H., Read J.M., Silvius K.M.","6701418947;22035083500;35580089100;53663955700;57188860450;7202391740;6602438884;","Line transect surveys underdetect terrestrial mammals: Implications for the sustainability of subsistence hunting",2016,"PLoS ONE","10.1371/journal.pone.0152659","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963865328&doi=10.1371%2fjournal.pone.0152659&partnerID=40&md5=ff42a8776f10de8376221f031344d263","Conservation of Neotropical game species must take into account the livelihood and food security needs of local human populations. Hunting management decisions should therefore rely on abundance and distribution data that are as representative as possible of true population sizes and dynamics. We simultaneously applied a commonly used encounterbased method and an infrequently used sign-based method to estimate hunted vertebrate abundance in a 48,000-km2 indigenous landscape in southern Guyana. Diurnal direct encounter data collected during three years along 216, four-kilometer -long transects consistently under-detected many diurnal and nocturnal mammal species readily detected through sign. Of 32 species analyzed, 31 were detected by both methods; however, encounters did not detect one and under-detected another 12 of the most heavily hunted species relative to sign, while sign under-detected 12 never or rarely collected species relative to encounters. The six most important game animals in the region, all ungulates, were not encountered at 11-40% of village and control sites or on 29-72% of transects where they were detected by sign. Using the sign methodology, we find that tapirs, one of the terrestrial vertebrates considered most sensitive to overexploitation, are present at many sites where they were never visually detected during distance sampling. We find that this is true for many other species as well. These high rates of under-detection suggest that behavioral changes in hunted populations may affect apparent occurrence and abundance of these populations. Accumulation curves (detection of species on transects) were much steeper for sign for 12 of 16 hunted species than for encounters, but that pattern was reversed for 12 of 16 species unhunted in our area. We conclude that collection of sign data is an efficient and effective method of monitoring hunted vertebrate populations that complements encounter and camera-trapping methods in areas impacted by hunting. Sign surveys may be the most viable method for large-scale, management-oriented studies in remote areas, particularly those focused on community-based wildlife management. © 2016 Fragoso et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Article","Open Access","Scopus",0.678020223307293,"0","0","Contains abundance data but not clearly trends, corrected both to 0",10,10,9,NA
"53","2-s2.0-84964425498",9,"Romero A., Timm R.M., Gerow K.G., McClearn D.","7202648601;7004924180;6603851205;56847606800;","Nonvolant mammalian populations in primary and secondary Central American rainforests as revealed by transect surveys",2016,"Journal of Mammalogy","10.1093/jmammal/gyw009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964425498&doi=10.1093%2fjmammal%2fgyw009&partnerID=40&md5=bd2c74c2caddfde7187f69fc9056fd89","Secondary forests are now prominent features in Neotropical landscapes, yet little is known about their conservation value for nonvolant mammalian communities. We performed a 20-month study using transect walks to survey the nonvolant mammal fauna in primary and secondary forests at La Selva Biological Station in the Caribbean lowlands of northeastern Costa Rica. We found that secondary forests can hold complex mammalian communities and no species exhibited habitat preferences between primary and secondary forests. With few exceptions, behavioral and group dynamic characteristics of mammal species were similar between forest types. Our research allows us to address methodological questions and assess the effectiveness of transect sampling. Monthly detection rates vary widely by species and likely reflect short-term changes in behavior rather than population fluctuations. Air temperature and rainfall are the factors most associated with monthly detection rates for various species. Small-scale areas of higher and lower use are evident for several species. Neither time of morning for surveys nor number of observers per trail affects detection rate. We report current abundances for the most commonly observed species and note generally lower densities in the Caribbean lowlands than elsewhere in the Neotropics. This research highlights that in less seasonal, evergreen forests climatic factors can still affect mammalian behavior. Overall, we find that secondary forests are of high conservation value and that transect walks are an effective methodology to sample many nonvolant mammal species, and we present recommendations on how to sample properly to conduct rigorous and long-term studies. © 2016 American Society of Mammalogists.","Article",NA,"Scopus",0.596771602493218,"1",NA,NA,10,NA,10,NA
"54","2-s2.0-84983175060",12,"Almeida P.J.A.L., Vieira M.V., Prevedello J.A., Kajin M., Forero-Medina G., Cerqueira R.","35279094000;7202140824;33167759000;24504304100;23468922700;7004127265;","What if it gets crowded? Density-dependent tortuosity in individual movements of a Neotropical mammal",2015,"Austral Ecology","10.1111/aec.12250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983175060&doi=10.1111%2faec.12250&partnerID=40&md5=bf097fb56cfca7d21934a220b5341cf8","Effects of density dependence on animal movements have received much attention in ecology, but it is still debated to what extent dispersal and movements in general are density dependent, and their potential contribution to population regulation processes. Here, we determine the occurrence and nature of density dependence in the movements of a Neotropical marsupial, the black-eared opossum Didelphis auritaWied-Neuwied 1826. Using spool-and-line tracking devices, we estimated the tortuosity of fine-scale movements of 149 individuals by their fractal dimension D. We evaluated the relative importance of population size, reproductive or climatic seasons and reproductive maturity of individuals as determinants of movement tortuosity, using a model selection approach. Population size was the most important determinant of movement tortuosity, with season (climatic seasons for females, reproductive seasons for males) and reproductive maturity as secondary but also important variables. We detected a positive density-dependent effect on movement tortuosity, resulting in more intensive use of areas by individuals during periods of high population size. This positive association between movement tortuosity and population size is more likely to result from intraspecific competition, which forces individuals to explore their environment more intensively during high-density periods. Therefore, despite being density dependent, movements in D.aurita apparently do not contribute to population regulation mechanisms. © 2015 Ecological Society of Australia.","Article",NA,"Scopus",0.668577525367559,"0","0",NA,10,15,13,NA
"55","2-s2.0-84993929599",7,"Paschoal A.M.O., Massara R.L., Bailey L.L., Kendall W.L., Doherty P.F., Hirsch A., Chiarello A.G., Paglia A.P.","55185496700;55185415100;7202649465;7005144408;7202103104;13805962700;6701684912;9537079500;","Use of Atlantic Forest protected areas by free-ranging dogs: Estimating abundance and persistence of use",2016,"Ecosphere","10.1002/ecs2.1480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993929599&doi=10.1002%2fecs2.1480&partnerID=40&md5=808a4224005ed81a41bab47b2f51091b","Worldwide, domestic dogs (Canis familiaris) are one of the most common carnivoran species in natural areas and their populations are still increasing. Dogs have been shown to impact wildlife populations negatively, and their occurrence can alter the abundance, behavior, and activity patterns of native species. However, little is known about abundance and density of the free-ranging dogs that use protected areas. Here, we used camera trap data with an open-robust design mark-recapture model to estimate the number of dogs that used protected areas in Brazilian Atlantic Forest. We estimated the time period these dogs used the protected areas, and explored factors that influenced the probability of continued use (e.g., season, mammal richness, proportion of forest), while accounting for variation in detection probability. Dogs in the studied system were categorized as rural free-ranging, and their abundance varied widely across protected areas (0-73 individuals). Dogs used protected areas near human houses for longer periods (e.g., >50% of sampling occasions) compared to more distant areas. We found no evidence that their probability of continued use varied with season or mammal richness. Dog detection probability decreased linearly among occasions, possibly due to the owners confining their dogs after becoming aware of our presence. Comparing our estimates to those for native carnivoran, we found that dogs were three to 85 times more abundant than ocelots (Leopardus pardalis), two to 25 times more abundant than puma (Puma concolor), and approximately five times more abundant than the crab-eating fox (Cerdocyon thous). Combining camera trapping data with modern mark-recapture methods provides important demographic information on free-ranging dogs that can guide management strategies to directly control dogs' abundance and ranging behavior. Copyright: © 2016 Paschoal et al.","Article","Open Access","Scopus",0.692027911990648,"0","0","Data on dogs using protected areas, abundance estimates present but does not indicate trend. Changed unranked to 0",5,10,8,NA
"56","2-s2.0-84994506028",6,"De Thoisy B., Fayad I., Clément L., Barrioz S., Poirier E., Gond V.","55974141000;55746628400;56201968100;55619707800;57191892386;6603641900;","Predators, prey and habitat structure: Can key conservation areas and early signs of population collapse be detected in neotropical forests?",2016,"PLoS ONE","10.1371/journal.pone.0165362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994506028&doi=10.1371%2fjournal.pone.0165362&partnerID=40&md5=9be7a9fe99bace3df51db00d0c9ffadb","Tropical forests with a low human population and absence of large-scale deforestation provide unique opportunities to study successful conservation strategies, which should be based on adequate monitoring tools. This study explored the conservation status of a large predator, the jaguar, considered an indicator of the maintenance of how well ecological processes are maintained. We implemented an original integrative approach, exploring successive ecosystem status proxies, from habitats and responses to threats of predators and their prey, to canopy structure and forest biomass. Niche modeling allowed identification of more suitable habitats, significantly related to canopy height and forest biomass. Capture/recapture methods showed that jaguar density was higher in habitats identified as more suitable by the niche model. Surveys of ungulates, large rodents and birds also showed higher density where jaguars were more abundant. Although jaguar density does not allow early detection of overall vertebrate community collapse, a decrease in the abundance of large terrestrial birds was noted as good first evidence of disturbance. The most promising tool comes from easily acquired LiDAR data and radar images: a decrease in canopy roughness was closely associated with the disturbance of forests and associated decreasing vertebrate biomass. This mixed approach, focusing on an apex predator, ecological modeling and remote-sensing information, not only helps detect early population declines in large mammals, but is also useful to discuss the relevance of large predators as indicators and the efficiency of conservation measures. It can also be easily extrapolated and adapted in a timely manner, since important open-source data are increasingly available and relevant for large-scale and real-time monitoring of biodiversity. © 2016 de Thoisy et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Article","Open Access","Scopus",0.660200102970192,"?","?","Mentions a decline in bird abundance",5,15,7,NA
"57","2-s2.0-85020797138",5,"Prieto-Torres D.A., Pinilla-Buitrago G.","55212168400;56278567800;","Estimating the potential distribution and conservation priorities of Chironectes minimus (Zimmermann, 1780) (Didelphimorphia: Didelphidae)",2017,"Therya","10.12933/therya-17-478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020797138&doi=10.12933%2ftherya-17-478&partnerID=40&md5=643fab411dcd07c8e8df217ed51176ed","The water opossum (Chironectes minimus) is an elusive and solitary Neotropical semi-aquatic species, whose population dynamics cannot be studied using traditional methods to capture small mammals. Therefore, some aspects of its distribution, habitat requirements, and abundance are mostly unknown; which makes a proper determination of its conservation status difficult. Considering that new techniques known as species distribution models (SDMs) allow us to estimate the suitable areas and the most important variables for the distribution of a species, we compiled water opossum occurrences and modeled its potential distribution on a continental scale. We performed a SDM for the water opossum using MaxEnt and assessed the extent of habitat loss (km2) and the importance of Protected Areas (PAs). We compared the suitability values within and outside PAs using a Kolmogorov-Smirnov (KS) test to evaluate the efficiency of PAs. The results obtained were compared with the IUCN historical water opossum's map. Additionally, we identified gaps in the potential distribution where for future surveys should be focused. We obtained models that describe the distribution of this species based on 292 occurrences with new information for 16 countries. Deforestation reduced the area of suitable habitat by ∼40 % and only ∼18 % corresponds to natural forest within PAs. Areas inside PAs showed higher suitability values (0.351 ± 0.276; P &lt; 0.001) than areas outside them. We identified gaps within the distribution that need attention during future surveys such as the frontier between Venezuela and Guyana, the Amazonian region, and central-eastern Brazil. Our results showed areas absent in the IUCN's distribution map, indicating that it needs to be updated. Thus, we proposed a new tentative extent of the water opossum distribution information here obtained. We demonstrated that PAs included areas with high habitat suitability values for C. minimus, which could protect the water opossum in the medium and long-term. Modifications to the physicochemical characteristics of the habitat due to forest loss and fragmentation can considerably affect water opossum populations and reduce local diversity. Thus, the preservation of river ecosystems and surrounding areas represents a necessary step for the conservation of C. minimus. © 2017 Asociación Mexicana de Mastozoología, www.mastozoologiamexicana.org.","Article",NA,"Scopus",0.578131939980885,"0",NA,"Corrected unranked to 0",5,NA,6,NA
