,EID,X__1,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Access Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Scopus_index,Present_in_training_docs
26,2-s2.0-33645909253,42,"Madsen T., Ujvari B., Shine R., Buttemer W., Olsson M.",7102578161;57080471700;13002918700;6701670274;35514124300;,Size matters: Extraordinary rodent abundance on an Australian tropical flood plain,2006,Austral Ecology,10.1111/j.1442-9993.2006.01564.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645909253&doi=10.1111%2fj.1442-9993.2006.01564.x&partnerID=40&md5=79a4ac74684fc83a625a0d48649b58b3,"Published estimates of the total biomass of natural populations of mammalian herbivores generally have ignored small-bodied taxa (especially, rodents). Including such taxa may dramatically change our understanding of total biomass and energy flow in such systems. Dusky rats (Rattus colletti) are small (up to 210 g) native Australian mammals, and our 5-year mark-recapture study on a tropical flood plain (Adelaide River, Northern Territory) revealed that rat biomass can reach extraordinary levels (up to 4.7 t km-2). Because their small body size results in high mass-specific metabolic rates, a given biomass of rodents has a several-fold higher total energy requirement than the same mass of large-bodied herbivores. Accordingly, during some years dusky rat biomass can be double that estimated for large herbivores on the world's most productive savannas in eastern and southern Africa. The huge rodent biomass strongly suggests that the Adelaide River flood plain must be an incredibly productive habitat. Considering the immense biological importance of these productive ecosystems, flood plain conservation must be placed high on the priority list of habitats that require immediate protection. © 2006 Ecological Society of Australia.",Article,NA,Scopus,0.619222933,NA,NA,NA,NA,NA,43,NA
24,2-s2.0-33645845162,43,"Pople A.R., Cairns S.C., Menke N., Payne N.",6701736203;7004928703;57198275096;13003001500;,"Estimating the abundance of eastern grey kangaroos (Macropus giganteus) in south-eastern New South Wales, Australia",2006,Wildlife Research,10.1071/WR05021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645845162&doi=10.1071%2fWR05021&partnerID=40&md5=67fa4ff03b74458fbf652feed0e2a218,"To provide an estimate of kangaroo numbers for harvest management, a survey was designed for an area of 29 500 km2 encompassing the agricultural and grazing lands of the Braidwood, Cooma, Goulburn, Gundagai and Yass Rural Lands Protection Board (RLPB) districts in south-east New South Wales. An aerial survey using a helicopter was considered more efficient than ground survey because of the size of the area, relatively high relief and dense tree cover, and the need for regular monitoring. Tree cover and landscape relief was used to stratify the five RLPB districts into areas of probable high, medium and low kangaroo density. Kangaroo density estimated from helicopter surveys conducted in the Northern Tablelands of New South Wales was used to suggest densities and thereby allocate survey effort in each stratum. A survey comprising 735 km of transect line was conducted in winter 2003 with a target precision of 20%. The survey returned an estimate of 286600 ± 32300 eastern grey kangaroos for the whole of the proposed south-east New South Wales kangaroo-management zone. In 2004, a trial harvest of slightly less than 15% of this estimate was taken. Success of the trial will be determined by the impact of harvesting on the population's dynamics, by landholder and industry participation, and by the capacity to monitor population size, harvest offtake and compliance with regulations. © CSIRO 2006.",Article,NA,Scopus,0.802520916,NA,0,NA,NA,5,44,NA
25,2-s2.0-33645858787,44,"Choquenot D., Warburton B.",7004148444;7004382101;,Modelling the cost-effectiveness of wallaby control in New Zealand,2006,Wildlife Research,10.1071/WR05008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645858787&doi=10.1071%2fWR05008&partnerID=40&md5=8475d0ce6b631385045e34a9bd1ba605,"Bennett's wallaby (Macropus rufogriseus rugogriseus) was introduced to South Canterbury in New Zealand's South Island in 1874. The species rapidly established populations throughout the region, and by the 1940s had increased to levels where it had become a significant agricultural pest. Potential wallaby-control techniques include the use of shooting teams with dogs and deployment of 1080 either from the air or as gel applied to foliage. For livestock graziers, shooting teams are probably the least cost-effective of these techniques (i.e. highest cost per unit reduction in average wallaby density), but are preferred to either form of 1080 poisoning because the latter require stock to be withheld from treated areas. In this study, we combine a simple model of wallaby population dynamics with empirically derived estimates of the density-dependent variation in wallaby-control costs to contrast the relative cost-effectiveness of these control techniques. Variation in wallaby density was predicted from a logistic population model modified for the positive effects of rainfall on rates of change in wallaby abundance. The model was fitted to estimates of density- and rainfall-dependent variation in the instantaneous rate of change in wallaby abundance (r), derived from catch-effort data recorded by shooting teams. Comparison of the control techniques demonstrated that the cost-effectiveness of hunting with dogs was lower than that achieved by either poisoning technique, and increased exponentially as progressively lower wallaby densities were targeted. This increase reflected the higher variable cost of locating wallabies to shoot as their density declined. In contrast, because 1080 poisoning is dominated by the fixed costs of bait or gel deployment, overall costs increased linearly as lower wallaby densities were targeted, and the frequency of poisoning was increased. Of the two 1080 poisoning methods considered, deployment using gel applied to foliage was always more cost effective than aerial distribution of bait. © CSIRO 2006.",Article,NA,Scopus,0.561351911,NA,NA,NA,NA,NA,45,NA
27,2-s2.0-33646142072,45,"Hauser C.E., Pople A.R., Possingham H.P.",14017932000;6701736203;7006846637;,Should managed populations be monitored every year?,2006,Ecological Applications,10.1890/1051-0761(2006)016[0807:SMPBME]2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646142072&doi=10.1890%2f1051-0761%282006%29016%5b0807%3aSMPBME%5d2.0.CO%3b2&partnerID=40&md5=6792c8777f4121d663cb1c21363f2619,"We often need to estimate the size of wild populations to determine the appropriate management action, for example, to set a harvest quota. Monitoring is usually planned under the assumption that it must be carried out at fixed intervals in time, typically annually, before the harvest quota is set. However, monitoring can be very expensive, and we should weigh the cost of monitoring against the improvement that it makes in decision making. A less costly alternative to monitoring annually is to predict the population size using a population model and information from previous surveys. In this paper, the problem of monitoring frequency is posed within a decision-theory framework. We discover that a monitoring regime that varies according to the state of the system can outperform fixed-interval monitoring. This idea is illustrated using data for a red kangaroo (Macropus rufus) population in South Australia. Whether or not one should monitor in a given year is dependent on the estimated population density in the previous year, the uncertainty in that population estimate, and past rainfall. We discover that monitoring is important when a model-based prediction of population density is very uncertain. This may occur if monitoring has not taken place for several years, or if rainfall has been above average. Monitoring is also important when prior information suggests that the population is near a critical threshold in population abundance. However, monitoring is less important when the optimal management action would not be altered by new information. © 2006 by the Ecological Society of America.",Review,NA,Scopus,0.783828687,NA,1,"Builds a model to predict population sizes, demonstrated using red kangroo data, suggests abundance data is used.",NA,10,46,NA
22,2-s2.0-31444454769,46,"Parra G.J., Corkeron P.J., Marsh H.",7005536034;7003441609;35449023800;,"Population sizes, site fidelity and residence patterns of Australian snubfin and Indo-Pacific humpback dolphins: Implications for conservation",2006,Biological Conservation,10.1016/j.biocon.2005.10.031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-31444454769&doi=10.1016%2fj.biocon.2005.10.031&partnerID=40&md5=d1b3e2fbca3375b9f47c6b7afe42394b,"Very little is known about the ecology of snubfin Orcaella heinsohni and Indo-Pacific humpback dolphins Sousa chinensis in Australian waters. We used photo-identification data collected between 1999 and 2002 in Cleveland Bay, northeast Queensland, to estimate abundance, site fidelity and residence patterns of these species in order to make recommendations for their effective conservation and management. Our abundance estimates indicate that less than a hundred individuals of each species inhabit this coastal area. Even with relatively unbiased and precise abundance estimates population trends will be extremely difficult to detect in less than three years unless changes in population size are very high (>20% p.a.). Though both species are not permanent residents in Cleveland Bay, they both used the area regularly from year to year following a model of emigration and reimmigration. Individuals of both species spend periods of days to a month or more in coastal waters of Cleveland Bay before leaving, and periods of over a month outside the study area before entering the bay again. Because of their small population sizes and movement patterns, snubfin and humpback dolphins are particularly vulnerable to local extinction. Our results illustrate that: (1) detection of population trends should not be a necessary criterion for enacting conservation measures of both species in this region, and (2) efforts to maintain viable populations of both species in Cleveland Bay must include management strategies that integrate anthropogenic activities in surrounding areas. © 2005 Elsevier Ltd. All rights reserved.",Article,NA,Scopus,0.83327465,NA,1,NA,NA,5,47,NA
31,2-s2.0-33746568459,47,"Baber M., Moulton H., Smuts‐Kennedy C., Gemmell N., Crossland M., Moulton H.",6701846950;57197101182;6507062015;7003864817;6701767569;36805414600;,"Discovery and spatial assessment of a Hochstetter's frog (Leiopelma hochstetteri) population found in Maungatautari Scenic Reserve, New Zealand",2006,New Zealand Journal of Zoology,10.1080/03014223.2006.9518439,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746568459&doi=10.1080%2f03014223.2006.9518439&partnerID=40&md5=e10984bbf92a5e28c2a4ab46dc4d156a,"We describe the discovery, genetic status, and survey of a Hochstetter's frog population (Leiopelma hochstetteri) found in Maungatautari Scenic Reserve, New Zealand. The strongest genetic affinities of the Maungatautari population are with a population of frogs at Mt Ranginui, approximately 55 km away, according to the single genetic sample taken. Frogs were found over an area of at least 120 ha on Maungatautari, and the encounter rate (0.66 frogs/person hour) and relative abundance (2.7/100 m) was low compared to most other populations. The survey results suggest that the population is relatively small, and that introduced mammals, particularly ship rats (Rattus rattus) and feral pigs (Sus scrofa) may pose a significant threat. Weather conditions and observer experience/bias were also likely to have influenced our results. Eradication of introduced mammals from Maungatautari is scheduled for late 2006. Continued monitoring of frogs will document their response to mammalian pest eradication, and the functional importance of Hochstetter's frog in a large mainland island free of introduced mammals. © The Royal Society of New Zealand 2006.",Article,NA,Scopus,0.713276509,NA,NA,NA,NA,NA,48,NA
44,2-s2.0-36248987403,48,Abbott I.,7004506235;,"Mammalian faunal collapse in Western Australia, 1875-1925: The hypothesised role of epizootic disease and a conceptual model of its origin, introduction, transmission, and spread",2006,Australian Zoologist,10.7882/AZ.2006.024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36248987403&doi=10.7882%2fAZ.2006.024&partnerID=40&md5=3cdc0a0decbc02bd77ed1dcf15302b75,"Information relating to the early decline of native mammal species in the western third of Australia, before the establishment of rabbits and foxes, was sought from recollections of oldtimers, archival records, historical documents, and searches of museum collections. Based on the information discovered, the hypothesis is advanced that the early decline was caused by an exotic disease.The evidence available is suggestive of a first wave of mammal declines and extinctions in Western Australia (WA) commencing about 1875. From this single, contingent historical event, it is postulated that 33 species (about one third of the non-volant mammal fauna of WA) changed significantly in distribution and abundance. The pattern of the decline both geographically and over time is consistent with epizootic disease as the primary factor, but probably interacting with drought and predation by feral cats as secondary factors. Much of the decline occurred before food shortages or habitat destruction caused by sheep grazing, habitat destruction caused by wheat farming, and changes in Aboriginal fire regimes. Dated and localised records of disease affecting conspicuous (often pest) species, when integrated with other records of early declines, are suggestive of the epizootic spreading rapidly from the Shark Bay district in the 1880s.The lower south-west area was affected last, before 1920. Descriptions of clinical signs are imprecise but do refer to numerous dead or dying animals, mange, alopecia, eye disease, withered ears, and scabs on the nose. Plausible explanations of the source of the disease (south-east Asia), its transmission (mosquitoes), and the pattern and scale of its spread (exceptionally wet summers) are proposed. Other possible vectors are discussed but do not adequately explain the pattern and scale of the spread. Many other early declines of mammal species in WA that are difficult to explain convincingly may have been influenced by this epizootic. Disease as a primary factor is considered to provide a more satisfactory explanation of early declines in WA than predation by feral cats. Impacts of these declines on ecosystem processes were likely to have been profound. The applicability of the conceptual model developed is discussed in relation to the early decline of some mammal species in eastern Australia, The need for ongoing, vigilant quarantine to minimise the risk of animal diseases being introduced is emphasised.",Article,NA,Scopus,0.63233757,NA,NA,NA,NA,NA,49,NA
19,2-s2.0-28844467725,49,"Thompson G.G., Thompson S.A.",35607514000;7403233483;,"Mammals or reptiles, as surveyed by pit-traps, as bio-indicators of rehabilitation success for mine sites in the goldfields region of Western Australia?",2005,Pacific Conservation Biology,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-28844467725&partnerID=40&md5=8ba811ad010ee78c348f99d0dae3012c,"We compare the relative merits of using mammals and reptiles as bio-indicators of rehabilitation success for mine sites in the semi-arid goldfields region of Western Australia (WA). Based on 54 600 pit-trap days of data we found that both mammals and reptiles colonized rehabilitated areas that were between three and nine years old. The complete suite of mammals generally return in the early stages of the rehabilitation programme, whereas the movement of reptiles into a rehabilitated area is spread over a much longer period. More reptile species seem to have specific requirements that are provided in the latter stages of the rehabilitation process. Using criteria of relative abundance, species richness, habitat preference, activity area and period, diet and foraging strategies, reptiles were assessed as a better bio-indicator than mammals. On other criteria such as population fluctuations, colonizing capacity and sensitivity to environmental changes, differences between reptiles and mammals were not as clear but most favoured reptiles as the preferred bioindicator. Overall, we judged reptiles to have more merit as bio-indicators of rehabilitation success than mammals in the Ora Banda area.",Review,NA,Scopus,0.572605755,NA,NA,NA,NA,NA,50,NA
21,2-s2.0-31344464386,50,"Spencer R.-J., Cavanough V.C., Baxter G.S., Kennedy M.S.",56235288500;11939274600;7202105755;56567299700;,Adult free zones in small mammal populations: Response of Australian native rodents to reduced cover,2005,Austral Ecology,10.1111/j.1442-9993.2005.01530.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-31344464386&doi=10.1111%2fj.1442-9993.2005.01530.x&partnerID=40&md5=be5df076b8a540cef37ff6734a3a5df4,"Cover provides shelter, food, nesting opportunities and protection from predators. The behavioural response of small mammals to reduced cover has been well documented. However, very little is known about the effect of cover on community and population dynamics. Australian small mammals generally inhabit extremely dynamic ecosystems, where cover and food supplies are greatly affected by fire. Species are described as early or late seral specialists, generally returning to a disturbed area once their habitat requirements are met. Habitat requirements have loosely been interpreted as cover and food supply, however, these factors are not mutually exclusive and few studies have attempted to determine the driving factors behind small mammal succession. In this study, we manipulated specific aspects of cover in the eucalypt forests of Fraser Island and show that the behaviour and population dynamics of small mammals were greatly affected. A reduction of cover from grass-trees (Xanthorrhoea johnsonii) did not affect small mammal species composition, however, the abundance and size structure distribution of the dominant species (Rattus fuscipes) decreased. Patch use by rodents also decreased after cover was reduced. Rattus fuscipes must trade-off remaining in an environment with increased risk of predation, or disperse to an area with greater cover but increased competition. Juveniles dominated (>60%) populations of R. fuscipes after cover was reduced, however, size distributions of control sites were relatively more even (<25% juvenile). While adult R. fuscipes are either killed by predators or disperse to other areas, juveniles that remained or immigrated to an area of reduced cover gained a selective advantage over those in control sites, because reduced competition with adults increased body condition of juvenile R. fuscipes.",Article,NA,Scopus,0.692513118,NA,NA,NA,NA,NA,51,NA
18,2-s2.0-25144511020,51,"Price O., Rankmore B., Milne D., Brock C., Tynan C., Kean L., Roeger L.",56035966200;8966573400;7102931882;24072856600;8966573800;7003998476;8966574000;,"Regional patterns of mammal abundance and their relationship to landscape variables in eucalypt woodlands near Darwin, northern Australia",2005,Wildlife Research,10.1071/WR04033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-25144511020&doi=10.1071%2fWR04033&partnerID=40&md5=d2b7addb61121f2dd323558070476208,"Habitat loss and fragmentation are usually construed as having negative consequences for wildlife, and habitat heterogeneity as having a positive effect. We conducted a mammal survey in eucalypt woodlands near Darwin, and found very few mammals in an intact region of the study area. This is consistent with an emerging pattern suggesting that many mammal species are declining across northern Australia, even though habitats remain relatively intact. However, we also found apparently healthy populations of the same species in a fragmented region of the study area. Using a combination of remote sensing, GIS and generalised linear modeling, we found some evidence of relationships between fire regime, fire heterogeneity or vegetation heterogeneity and the distributions of mammal species in this area. However, there was a strong regional component of the distribution that is not explained by these variables. The cause of the lack of mammals in the intact region of the study area has not been revealed by this analysis. One possible reason for this failure is that the landscape variables used in the analysis were too fine to detect variation in mammal abundance occuring at a much courser regional scale. © CSIRO 2005.",Review,NA,Scopus,0.569295698,NA,NA,NA,NA,NA,52,NA
14,2-s2.0-23744452422,52,"Tracey J.P., Fleming P.J.S., Melville G.J.",8790263700;24447931200;7005899372;,Does variable probability of detection compromise the use of indices in aerial surveys of medium-sized mammals?,2005,Wildlife Research,10.1071/WR03126,https://www.scopus.com/inward/record.uri?eid=2-s2.0-23744452422&doi=10.1071%2fWR03126&partnerID=40&md5=5c946baea4e9aa8300da0e10470364c8,"Although aerial surveys are an effective and commonly used method of monitoring wildlife populations, variable detection probability may result in unreliable indices or biased estimates of absolute abundance. Detection probability can vary between sites, sampling periods, species, group sizes, vegetation types and observers. These variables were examined in helicopter surveys of a suite of medium-sized mammals in a hilly environment in central eastern New South Wales. Maximum-likelihood methods were used to investigate the effects of these variables on detection probability, which was derived using the double-count technique. Significant differences were evident between species in the overall analysis, and group size, vegetation, observer pair and sampling period for various individual species when analysed separately. The implications for monitoring wildlife populations between sites and across time are discussed. This paper emphasises that aerial survey indices may be effective in detecting large differences in population size but can be improved by quantifying detection probabilities for a range of variables. © CSIRO 2005.",Article,NA,Scopus,0.628860243,NA,NA,NA,NA,NA,53,NA
17,2-s2.0-24144501147,53,"Letnic M., Tamayo B., Dickman C.R.",6602442349;6505983705;7102521104;,"The responses of mammals to La Niña (El Niño Southern Oscillation)-associated rainfall, predation, and wildfire in central Australia",2005,Journal of Mammalogy,10.1644/1545-1542(2005)086[0689:TROMTL]2.0.CO;2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-24144501147&doi=10.1644%2f1545-1542%282005%29086%5b0689%3aTROMTL%5d2.0.CO%3b2&partnerID=40&md5=e8703b9203e192b498bdfd30b2a4bc75,"In the Simpson Desert, central Australia, heavy rainfalls associated with the La Nina phase of the El Niño Southern Oscillation (ENSO) during 1999-2000 stimulated a pulse of primary productivity that prompted a rodent irruption during 2001, and subsequently an extensive wildfire in 2001-2002. More than 10,000 km2 of spinifex habitat were burned. In this study we examine a time series of climatic variables, and small mammal and predator dynamics in the desert in 1999-2002; and a before-after-control-impact study investigating the effects of the wildfire on small mammals. Rodents showed a delayed numerical increase in response to rainfall, whereas terrestrial predators showed a delayed numerical increase in response to rodent density. These delayed responses suggest the existence of bottom-up trophic pathways. However, a reduction in primary productivity and increase in predators appeared to suppress rodent numbers in 2001-2002, indicating that bottom-up effects can be temporarily reversed in this system. Wildfire had negative impacts on the abundance of the desert mouse (Pseudomys desertor) and the overall richness of small mammal species. Several other species of small mammals also appeared to show brief negative responses to wildfire. The impacts of wildfire on small mammals appear attributable to a loss of habitat for spinifex-dependent species and increased exposure to predation in burned habitats. Because extensive wildfires can be predicted from patterns of rainfall and fuel accumulation, we recommend that land managers be proactive in recognizing and reducing conditions of fire hazard. We recommend that small-scale prescribed burns should be carried out to reduce the extent of wildfires and also increase the chance of maintaining potential refuges from predators. In addition, control of introduced predators during and after irruptions of rodents will be crucial to prevent predator-driven crashes of their populations and those of secondary prey species. ENSO-related climatic forecasts appear to be useful cues that can be incorporated into fire and predator management strategies in arid Australia. © 2005 American Society of Mammalogists.",Article,Open Access,Scopus,0.598019361,NA,NA,NA,NA,NA,54,NA
8,2-s2.0-15944423266,54,"Kavanagh R.P., Stanton M.A.",7004427241;8919050800;,Vertebrate species assemblages and species sensitivity to logging in the forests of north-eastern New South Wales,2005,Forest Ecology and Management,10.1016/j.foreco.2005.02.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-15944423266&doi=10.1016%2fj.foreco.2005.02.009&partnerID=40&md5=1f964634e1eb173e8eeae6ddb724a24c,"The occurrences of 227 vertebrate species recorded on 487 forested sites in north-eastern New South Wales were investigated to determine the levels of association among species, the distribution of species by broad functional groups, species relations with key environmental and disturbance variables, the sensitivity of species to intensive logging, and to list species that have potential value as direct indicators of major environmental change and which should be considered as candidates for long-term monitoring. A total of 40 species appeared to be significantly disadvantaged by logging, another 40 species appeared to be significantly favoured by logging, while the remainder (147 species) appeared to be relatively unaffected. Most species were widely distributed throughout both logged and unlogged landscapes, albeit at possibly quite different abundances. This may be due to the fine-scale complexity of the habitat mosaic for many species, resulting in the continued availability of essential resources within or near logged areas, or the lack of sufficient sensitivity in the analysis due to the need to use presence-absence data. A further 121 species were recorded so rarely in the study (based on 619 sites) that it was not possible to make any assessments of their sensitivity to logging. The study produced several unexpected results, including the failure to identify some species as sensitive to logging that had previously been identified as sensitive in experimental and other retrospective studies. Species disadvantaged by logging were often either dependent on large old trees and/or tree hollows for nesting, roosting and foraging, such as the Common Brushtail Possum, Red-browed Treecreeper, Satin Flycatcher and Crimson Rosella, or they were species that inhabit open forests and woodland, such as the Rufous Bettong, Buff-rumped Thornbill, White-throated Gerygone, White's Skink and Nobbi, that were probably disadvantaged by the increase in stem density and understorey and mid-canopy cover that usually follows logging. In contrast, species favoured by logging, such as the Eastern Whipbird, Brown Gerygone, Lewin's Honeyeater, Wonga Pigeon and Land Mullet, were often those species preferring wetter forest environments, particularly those with multi-layered foliage and a forest structure that includes fallen logs and a dense ground cover. No species displayed consistently strong preferences for selectively logged forest. Mammals were more likely to be disadvantaged by logging than birds, but reptiles contained the largest proportion of species sensitive to logging (39%). Frogs were inadequately sampled in this study; only nine species were recorded. While each taxonomic group had some species that were apparently sensitive to logging, the time frame to population recovery following logging disturbance may differ widely between groups depending on their habitat requirements. Fire history was also strongly correlated with the occurrences of many species, indicating the need to quantify species sensitivity to regular fuel-reduction burning. Three main assemblages of species were identified. One group consisted of rainforest or wet forest specialists, another group comprised open-forest generalists, including a number of open-country and woodland species, and a third group was made up of tall, eucalypt forest generalists, including all of the large forest owls and marsupial gliders. Each broad assemblage, and most of their sub-groups, were found to have at least one species that was apparently sensitive to logging. The study was unable to test whether these sensitive species can function effectively as indicators of the changing status of other species within each assemblage because sampling was undertaken only once at each site. This study has provided one of the few opportunities to date to critically evaluate some aspects of the indicator species concept and its potential as a management shortcut for assessing changes in biodiversity in managed forest landscapes. Qualified support for the concept has been shown, based on the identification of a set of species apparently sensitive to logging and their representation across a range of species assemblages. The choice of candidate species for monitoring will depend on the integration of results from other experimental and retrospective studies, and will be specific to each region depending on the composition of species assemblages and the goals of management. © 2005 Elsevier B.V. All rights reserved.",Article,NA,Scopus,0.578917157,NA,NA,NA,NA,NA,55,NA
5,2-s2.0-10044271228,55,"Chilvers B.L., Lawler I.R., Macknight F., Marsh H., Noad M., Paterson R.",6602572083;6701516962;6508268490;35449023800;6506393830;7103355199;,"Moreton Bay, Queensland, Australia: An example of the co-existence of significant marine mammal populations and large-scale coastal development",2005,Biological Conservation,10.1016/j.biocon.2004.08.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-10044271228&doi=10.1016%2fj.biocon.2004.08.013&partnerID=40&md5=b539e8a6e67e75fd3be755363687e89d,"Recent analyses assert that large marine vertebrates such as marine mammals are now 'functionally or entirely extinct in most coastal ecosystems'. Moreton Bay is a large diverse marine ecosystem bordering the fastest growing area in Australia. The human population is over 1.6 million and increasing yearly by between 10% and 13% with resultant impacts upon the adjoining marine environment. Nonetheless, significant populations of three species of marine mammals are resident within Moreton Bay and a further 14 species are seasonal or occasional visitors. This paper reviews the current and historical distributions and abundance of these species in the context of the current management regime and suggests initiatives to increase the resilience of marine mammal populations to the changes wrought by the burgeoning human population in coastal environments. © 2004 Elsevier Ltd. All rights reserved.",Article,NA,Scopus,0.665523963,NA,NA,NA,NA,NA,56,NA
11,2-s2.0-17644392871,56,"Andersen A.N., Cook G.D., Corbett L.K., Douglas M.M., Eager R.W., Russell-Smith J., Setterfield S.A., Williams R.J., Woinarski J.C.Z.",7402511157;7401953842;7003471935;7202715945;6701802100;55911705800;6602362659;55612751800;57203255851;,Fire frequency and biodiversity conservation in Australian tropical savannas: Implications from the Kapalga fire experiment,2005,Austral Ecology,10.1111/j.1442-9993.2005.01441.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17644392871&doi=10.1111%2fj.1442-9993.2005.01441.x&partnerID=40&md5=6e0a093e6f41a3b632265250f8073548,"Every year large proportions of northern Australia's tropical savanna landscapes are burnt, resulting in high fire frequencies and short intervals between fires. The dominant fire management paradigm in these regions is the use of low-intensity prescribed fire early in the dry season, to reduce the incidence of higher-intensity, more extensive wildfire later in the year. This use of frequent prescribed fire to mitigate against high-intensity wildfire has parallels with fire management in temperate forests of southern Australia. However, unlike in southern Australia, the ecological implications of high fire frequency have received little attention in the north. CSIRO and collaborators recently completed a landscape-scale fire experiment at Kapalga in Kakadu National Park, Northern Territory, Australia, and here we provide a synthesis of the effects of experimental fire regimes on biodiversity, with particular consideration of fire frequency and, more specifically, time-since-fire. Two recurring themes emerged from Kapalga. First, much of the savanna biota is remarkably resilient to fire, even of high intensity. Over the 5-year experimental period, the abundance of most invertebrate groups remained unaffected by fire treatment, as did the abundance of most vertebrate species, and we were unable to detect any effect of fire on floristic composition of the grass-layer. Riparian vegetation and associated stream biota, as well as small mammals, were notable exceptions to this general resilience. Second, the occurrence of fire, independent of its intensity, was often the major factor influencing fire-sensitive species. This was especially the case for extinction-prone small mammals, which have suffered serious population declines across northern Australia in recent decades. Results from Kapalga indicate that key components of the savanna biota of northern Australia favour habitat that has remained unburnt for at least several years. This raises a serious conservation concern, given that very little relatively long unburnt habitat currently occurs in conservation reserves, with most sites being burnt at least once every 2 years. We propose a conservation objective of increasing the area that remains relatively long unburnt. This could be achieved either by reducing the proportion of the landscape burnt each year, or by setting prescribed fires more strategically. The provision of appropriately long unburnt habitat is a conservation challenge for Australia's tropical savanna landscapes, just as it is for its temperate forests.",Article,NA,Scopus,0.522664581,NA,NA,NA,NA,NA,57,NA
7,2-s2.0-15944418980,57,"Marsh H., De'ath G., Gribble N., Lane B.",35449023800;55921854100;6602517126;7202428992;,Historical marine population estimates: Triggers or targets for conservation? The dugong case study,2005,Ecological Applications,10.1890/04-0673,https://www.scopus.com/inward/record.uri?eid=2-s2.0-15944418980&doi=10.1890%2f04-0673&partnerID=40&md5=da2cdc594f757accbe2c8313a0adc916,"Recent studies have estimated the historical abundance of large marine vertebrates to determine potential targets for conservation. We evaluated this approach using 1990s aerial survey estimates of dugong abundance and an estimate of the decline in dugong numbers since the 1960s based on changes in the catch per unit effort of dugong bycatch in a government shark control program on the east coast of Queensland, Australia. This analysis indicated that the catch rate of dugongs caught in shark nets, at six locations between latitudes 16.5° S and 28° S, declined at an average of 8.7% per year between 1962 and 1999. This represents a decline to 3.1% of initial catch rates over the sampling period. If the changes in the populations sampled by the shark nets and aerial surveys were equivalent, this result suggests that the region supported 72 000 dugongs in the early 1960s compared with an estimated 4220 dugongs in the mid-1990s. The seagrass habitat in the region is currently insufficient to support 72 000 dugongs, suggesting that our hindcast estimate may be an unrealistic target for recovery. Nonetheless, the evidence of serious dugong decline from the shark-net data and other sources has triggered significant conservation initiatives. This case study indicates that comparisons between historical and contemporary estimates of the abundance of large marine vertebrates can be powerful qualitative triggers for conservation action, but that quantitative targets for recovery require systematic testing of the assumptions underlying hindcast estimates, scientific evaluation of the current carrying capacity of the ecosystem for the target species, and consultation with a broad range of stakeholders. For some species, it may be more productive to set anthropogenic mortality targets that are designed to enable the population to recover to its optimum sustainable population than to set recovery targets per se. © 2005 by the Ecological Society of America.",Article,NA,Scopus,0.834357209,NA,1,NA,NA,5,58,NA
12,2-s2.0-18244400241,58,"Gormley A.M., Dawson S.M., Slooten E., Bräger S.",6506189292;7202901010;6603949910;6701905377;,"Capture-recapture estimates of Hector's dolphin abundance at Banks Peninsula, New Zealand",2005,Marine Mammal Science,10.1111/j.1748-7692.2005.tb01224.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-18244400241&doi=10.1111%2fj.1748-7692.2005.tb01224.x&partnerID=40&md5=e2a9bdb82855833eb508c39bc1f35e41,"Capture-recapture techniques have been extensively used to estimate survival rates of Hector's dolphins at Banks Peninsula, but not abundance. We analyzed nine seasons of photo-identification data using a model-fitting approach in the computer program MARK, and then used MARK's estimates of capture probabilities to calculate the abundance of distinctive individuals. We extrapolated these estimates to include unmarked individuals using five seasons of data on the proportion of identifiable individuals in this population, obtained from ""random photography."" This capture-recapture approach suggests a 1996 population of about 1,100 (CV = 0.21). This is very similar to the 1997 line-transect estimate of about 900 (CV = 0.28), especially considering that the two techniques do not necessarily measure the same thing. An important advantage of the capture-recapture approach stems from the inherent versatility of photo-ID data. If the sampling design is appropriate, an unbiased abundance estimate can be achieved as a spin-off from work directed at other questions. However, in our view, line-transect estimates are easier to interpret because the sampling design is explicit. © 2005 by the Society for Marine Mammalogy.",Article,NA,Scopus,0.700678933,NA,NA,NA,NA,NA,59,NA
